bsize; partition; subsize; time 
9; 3; 6; 0.000291
12; 3; 9; 0.001223
9; 0; 9; 0.000189
6; 0; 6; 0.000058
6; 8; 17; 0.000037
6; 0; 6; 0.000033
6; 2; 4; 0.000067
9; 3; 6; 0.000237
6; 0; 6; 0.000060
6; 0; 6; 0.000085
6; 9; 16; 0.000060
6; 0; 6; 0.000060
9; 3; 6; 0.000319
6; 0; 6; 0.000051
6; 2; 4; 0.000063
6; 0; 6; 0.000081
6; 5; 5; 0.000054
9; 3; 6; 0.000309
12; 3; 9; 0.001085
9; 0; 9; 0.000181
6; 0; 6; 0.000068
6; 0; 6; 0.000051
6; 1; 5; 0.000060
6; 0; 6; 0.000088
9; 3; 6; 0.000331
6; 0; 6; 0.000058
6; 1; 5; 0.000070
9; 3; 6; 0.000154
9; 1; 8; 0.000045
12; 3; 9; 0.000757
6; 2; 4; 0.000072
6; 1; 5; 0.000111
6; 7; 4; 0.000073
6; 0; 6; 0.000070
9; 3; 6; 0.000375
6; 1; 5; 0.000084
3; 1; 2; 0.000030
3; 0; 3; 0.000020
3; 0; 3; 0.000028
3; 0; 3; 0.000029
6; 3; 3; 0.000149
6; 2; 4; 0.000074
6; 2; 4; 0.000063
9; 3; 6; 0.000413
6; 1; 5; 0.000067
6; 0; 6; 0.000111
9; 3; 6; 0.000203
6; 0; 6; 0.000058
6; 1; 5; 0.000071
9; 3; 6; 0.000151
12; 3; 9; 0.001170
15; 3; 12; 0.004264
3; 1; 2; 0.000011
3; 1; 2; 0.000010
3; 0; 3; 0.000017
3; 0; 3; 0.000023
6; 3; 3; 0.000095
6; 0; 6; 0.000047
6; 0; 6; 0.000050
6; 0; 6; 0.000075
9; 3; 6; 0.000308
9; 2; 7; 0.000141
6; 0; 6; 0.000048
6; 0; 6; 0.000052
6; 0; 6; 0.000050
6; 0; 6; 0.000057
9; 3; 6; 0.000245
9; 0; 9; 0.000290
12; 3; 9; 0.001022
9; 1; 8; 0.000046
9; 0; 9; 0.000310
9; 0; 9; 0.000178
9; 0; 9; 0.000345
12; 3; 9; 0.000933
9; 2; 7; 0.000187
9; 0; 9; 0.000197
6; 0; 6; 0.000065
6; 0; 6; 0.000047
9; 3; 6; 0.000135
9; 1; 8; 0.000085
12; 3; 9; 0.000646
9; 0; 9; 0.000185
9; 0; 9; 0.000293
9; 1; 8; 0.000154
9; 1; 8; 0.000153
12; 3; 9; 0.000830
15; 3; 12; 0.003459
12; 2; 10; 0.000702
9; 0; 9; 0.000332
9; 1; 8; 0.000163
12; 3; 9; 0.000519
15; 3; 12; 0.001243
6; 0; 6; 0.000078
6; 0; 6; 0.000089
6; 0; 6; 0.000077
6; 0; 6; 0.000041
9; 3; 6; 0.000348
9; 0; 9; 0.000162
9; 0; 9; 0.000133
9; 0; 9; 0.000078
12; 3; 9; 0.000756
9; 1; 8; 0.000143
9; 0; 9; 0.000090
9; 0; 9; 0.000172
9; 1; 8; 0.000117
12; 3; 9; 0.000562
12; 0; 12; 0.000017
9; 0; 9; 0.000215
9; 0; 9; 0.000272
9; 0; 9; 0.000120
9; 0; 9; 0.000301
12; 3; 9; 0.000955
15; 3; 12; 0.002321
9; 0; 9; 0.000091
9; 1; 8; 0.000106
9; 0; 9; 0.000102
9; 0; 9; 0.000090
12; 3; 9; 0.000430
9; 1; 8; 0.000078
9; 0; 9; 0.000090
9; 9; 18; 0.000055
9; 0; 9; 0.000090
12; 3; 9; 0.000352
12; 0; 12; 0.000337
9; 0; 9; 0.000040
9; 1; 8; 0.000087
9; 0; 9; 0.000025
9; 9; 18; 0.000077
12; 3; 9; 0.000272
15; 3; 12; 0.001424
12; 0; 12; 0.000484
12; 0; 12; 0.001114
9; 0; 9; 0.000154
9; 0; 9; 0.000048
9; 1; 8; 0.000160
9; 0; 9; 0.000178
12; 3; 9; 0.000581
12; 0; 12; 0.000689
15; 3; 12; 0.002914
9; 2; 7; 0.000140
9; 2; 7; 0.000261
12; 3; 9; 0.000425
12; 2; 10; 0.000267
15; 3; 12; 0.000711
12; 0; 12; 0.000168
12; 0; 12; 0.000475
12; 0; 12; 0.000438
9; 2; 7; 0.000152
9; 0; 9; 0.000117
6; 1; 5; 0.000078
6; 0; 6; 0.000058
9; 3; 6; 0.000161
9; 1; 8; 0.000055
12; 3; 9; 0.000524
15; 3; 12; 0.001649
9; 2; 7; 0.000091
9; 5; 8; 0.000077
6; 0; 6; 0.000019
6; 1; 5; 0.000025
6; 0; 6; 0.000059
6; 2; 4; 0.000043
9; 3; 6; 0.000189
6; 1; 5; 0.000049
6; 0; 6; 0.000052
6; 0; 6; 0.000050
6; 0; 6; 0.000049
9; 3; 6; 0.000240
12; 3; 9; 0.000638
9; 0; 9; 0.000029
6; 0; 6; 0.000011
3; 0; 3; 0.000007
3; 0; 3; 0.000006
3; 1; 2; 0.000012
3; 0; 3; 0.000012
6; 3; 3; 0.000077
6; 0; 6; 0.000016
6; 0; 6; 0.000026
9; 3; 6; 0.000167
9; 0; 9; 0.000055
6; 0; 6; 0.000050
6; 0; 6; 0.000038
6; 0; 6; 0.000011
6; 0; 6; 0.000046
9; 3; 6; 0.000187
12; 3; 9; 0.000474
9; 0; 9; 0.000166
9; 1; 8; 0.000184
6; 2; 4; 0.000052
6; 0; 6; 0.000031
9; 3; 6; 0.000106
6; 0; 6; 0.000048
6; 0; 6; 0.000055
9; 3; 6; 0.000123
12; 3; 9; 0.000612
6; 0; 6; 0.000047
6; 0; 6; 0.000047
6; 2; 4; 0.000072
6; 0; 6; 0.000057
9; 3; 6; 0.000265
6; 2; 4; 0.000060
6; 0; 6; 0.000073
6; 0; 6; 0.000088
6; 0; 6; 0.000086
9; 3; 6; 0.000353
6; 0; 6; 0.000078
6; 0; 6; 0.000056
9; 3; 6; 0.000156
6; 0; 6; 0.000057
6; 0; 6; 0.000057
9; 3; 6; 0.000132
12; 3; 9; 0.000931
15; 3; 12; 0.002681
9; 2; 7; 0.000191
9; 0; 9; 0.000179
9; 2; 7; 0.000209
9; 0; 9; 0.000219
12; 3; 9; 0.000845
12; 0; 12; 0.001314
9; 0; 9; 0.000179
9; 0; 9; 0.000185
9; 1; 8; 0.000108
9; 1; 8; 0.000122
12; 3; 9; 0.000635
12; 0; 12; 0.001368
15; 3; 12; 0.004210
12; 2; 10; 0.000370
12; 2; 10; 0.000380
15; 3; 12; 0.000785
9; 0; 9; 0.000305
9; 1; 8; 0.000319
9; 0; 9; 0.000222
9; 0; 9; 0.000048
12; 3; 9; 0.000948
9; 0; 9; 0.000187
9; 0; 9; 0.000026
9; 0; 9; 0.000097
9; 0; 9; 0.000183
12; 3; 9; 0.000531
12; 0; 12; 0.000168
12; 0; 12; 0.000336
15; 3; 12; 0.002017
12; 0; 12; 0.000077
12; 0; 12; 0.000077
12; 0; 12; 0.000076
9; 0; 9; 0.000025
9; 0; 9; 0.000086
9; 0; 9; 0.000024
9; 1; 8; 0.000092
12; 3; 9; 0.000262
15; 3; 12; 0.000527
12; 0; 12; 0.000321
12; 0; 12; 0.000346
12; 0; 12; 0.000291
12; 0; 12; 0.000664
15; 3; 12; 0.001665
9; 0; 9; 0.000092
9; 0; 9; 0.000093
12; 3; 9; 0.000213
9; 0; 9; 0.000086
9; 0; 9; 0.000187
12; 3; 9; 0.000298
15; 3; 12; 0.000530
12; 0; 12; 0.000178
12; 0; 12; 0.000330
12; 0; 12; 0.000719
9; 0; 9; 0.000239
9; 0; 9; 0.000197
6; 0; 6; 0.000087
6; 0; 6; 0.000059
9; 3; 6; 0.000172
9; 1; 8; 0.000158
12; 3; 9; 0.000826
15; 3; 12; 0.002101
12; 0; 12; 0.000338
9; 0; 9; 0.000026
9; 9; 18; 0.000051
9; 0; 9; 0.000026
9; 4; 8; 0.000078
12; 3; 9; 0.000220
12; 0; 12; 0.000332
6; 0; 6; 0.000010
6; 0; 6; 0.000010
6; 0; 6; 0.000028
6; 0; 6; 0.000058
9; 3; 6; 0.000143
6; 0; 6; 0.000044
6; 0; 6; 0.000051
6; 0; 6; 0.000044
6; 0; 6; 0.000043
9; 3; 6; 0.000222
6; 0; 6; 0.000029
6; 0; 6; 0.000029
9; 3; 6; 0.000080
6; 0; 6; 0.000028
6; 0; 6; 0.000058
9; 3; 6; 0.000107
12; 3; 9; 0.000582
15; 3; 12; 0.001515
12; 0; 12; 0.000703
12; 0; 12; 0.000330
12; 0; 12; 0.000084
12; 0; 12; 0.000388
15; 3; 12; 0.001558
12; 2; 10; 0.000174
12; 2; 10; 0.000086
15; 3; 12; 0.000281
9; 0; 9; 0.000223
9; 0; 9; 0.000204
9; 2; 7; 0.000188
9; 0; 9; 0.000327
12; 3; 9; 0.000996
6; 0; 6; 0.000078
6; 0; 6; 0.000074
6; 0; 6; 0.000044
6; 0; 6; 0.000059
9; 3; 6; 0.000295
9; 0; 9; 0.000091
9; 0; 9; 0.000126
9; 0; 9; 0.000183
12; 3; 9; 0.000732
9; 0; 9; 0.000178
9; 0; 9; 0.000063
9; 0; 9; 0.000042
9; 0; 9; 0.000038
12; 3; 9; 0.000364
12; 2; 10; 0.000453
15; 3; 12; 0.002576
9; 0; 9; 0.000091
9; 0; 9; 0.000112
9; 0; 9; 0.000089
9; 0; 9; 0.000088
12; 3; 9; 0.000421
9; 0; 9; 0.000065
9; 0; 9; 0.000060
9; 2; 7; 0.000054
9; 0; 9; 0.000063
12; 3; 9; 0.000283
12; 0; 12; 0.000330
9; 0; 9; 0.000027
9; 0; 9; 0.000125
9; 0; 9; 0.000027
9; 1; 8; 0.000117
12; 3; 9; 0.000340
15; 3; 12; 0.001403
12; 0; 12; 0.000321
12; 0; 12; 0.000338
12; 0; 12; 0.000360
12; 0; 12; 0.000327
15; 3; 12; 0.001396
9; 0; 9; 0.000046
9; 0; 9; 0.000089
12; 3; 9; 0.000156
12; 2; 10; 0.000171
15; 3; 12; 0.000344
12; 0; 12; 0.000169
12; 0; 12; 0.000330
12; 0; 12; 0.000171
9; 0; 9; 0.000090
9; 0; 9; 0.000183
9; 1; 8; 0.000107
9; 1; 8; 0.000106
12; 3; 9; 0.000524
15; 3; 12; 0.001228
9; 0; 9; 0.000090
6; 0; 6; 0.000012
6; 0; 6; 0.000027
6; 5; 5; 0.000046
6; 0; 6; 0.000007
9; 3; 6; 0.000131
9; 1; 8; 0.000153
9; 0; 9; 0.000139
12; 3; 9; 0.000548
9; 0; 9; 0.000026
6; 0; 6; 0.000010
6; 0; 6; 0.000011
6; 0; 6; 0.000011
6; 0; 6; 0.000037
9; 3; 6; 0.000105
9; 0; 9; 0.000026
6; 0; 6; 0.000017
6; 0; 6; 0.000028
6; 0; 6; 0.000010
6; 0; 6; 0.000011
9; 3; 6; 0.000103
12; 3; 9; 0.000292
9; 0; 9; 0.000184
9; 0; 9; 0.000188
6; 0; 6; 0.000058
6; 0; 6; 0.000029
9; 3; 6; 0.000108
9; 1; 8; 0.000106
12; 3; 9; 0.000626
9; 1; 8; 0.000135
6; 0; 6; 0.000092
6; 0; 6; 0.000035
6; 0; 6; 0.000038
6; 0; 6; 0.000057
9; 3; 6; 0.000266
9; 1; 8; 0.000106
6; 0; 6; 0.000057
6; 0; 6; 0.000057
9; 3; 6; 0.000135
12; 3; 9; 0.000673
15; 3; 12; 0.002165
12; 0; 12; 0.000660
12; 0; 12; 0.000329
12; 0; 12; 0.000749
12; 0; 12; 0.000368
15; 3; 12; 0.002155
12; 2; 10; 0.000192
12; 2; 10; 0.000173
15; 3; 12; 0.000389
9; 2; 7; 0.000293
9; 2; 7; 0.000206
9; 0; 9; 0.000235
9; 0; 9; 0.000077
12; 3; 9; 0.000863
9; 0; 9; 0.000187
6; 0; 6; 0.000041
6; 0; 6; 0.000021
6; 0; 6; 0.000036
6; 2; 4; 0.000035
9; 3; 6; 0.000174
9; 0; 9; 0.000137
9; 2; 7; 0.000174
12; 3; 9; 0.000717
9; 2; 7; 0.000207
9; 0; 9; 0.000141
6; 0; 6; 0.000036
6; 2; 4; 0.000016
6; 0; 6; 0.000015
6; 2; 4; 0.000035
9; 3; 6; 0.000144
9; 6; 7; 0.000147
12; 3; 9; 0.000690
9; 0; 9; 0.000244
9; 0; 9; 0.000105
9; 0; 9; 0.000156
9; 0; 9; 0.000167
12; 3; 9; 0.000713
15; 3; 12; 0.003012
9; 2; 7; 0.000170
9; 0; 9; 0.000186
6; 0; 6; 0.000049
6; 0; 6; 0.000061
6; 0; 6; 0.000049
6; 0; 6; 0.000059
9; 3; 6; 0.000258
9; 2; 7; 0.000278
12; 3; 9; 0.000933
9; 0; 9; 0.000262
9; 0; 9; 0.000184
9; 2; 7; 0.000236
9; 0; 9; 0.000185
12; 3; 9; 0.000913
6; 0; 6; 0.000059
6; 0; 6; 0.000059
6; 2; 4; 0.000064
6; 0; 6; 0.000049
9; 3; 6; 0.000269
9; 0; 9; 0.000104
6; 2; 4; 0.000081
6; 0; 6; 0.000049
6; 0; 6; 0.000050
6; 0; 6; 0.000056
9; 3; 6; 0.000280
9; 0; 9; 0.000068
12; 3; 9; 0.000757
9; 2; 7; 0.000030
9; 0; 9; 0.000214
9; 0; 9; 0.000181
6; 0; 6; 0.000038
6; 6; 4; 0.000066
6; 0; 6; 0.000012
6; 2; 4; 0.000035
9; 3; 6; 0.000192
12; 3; 9; 0.000655
15; 3; 12; 0.003284
12; 0; 12; 0.000685
9; 0; 9; 0.000184
9; 0; 9; 0.000184
9; 0; 9; 0.000096
9; 0; 9; 0.000183
12; 3; 9; 0.000686
12; 0; 12; 0.000876
12; 0; 12; 0.000498
15; 3; 12; 0.002784
9; 0; 9; 0.000187
9; 0; 9; 0.000097
12; 3; 9; 0.000304
9; 0; 9; 0.000102
9; 0; 9; 0.000047
12; 3; 9; 0.000172
15; 3; 12; 0.000492
9; 0; 9; 0.000185
6; 0; 6; 0.000038
6; 0; 6; 0.000013
6; 0; 6; 0.000016
6; 0; 6; 0.000014
9; 3; 6; 0.000123
9; 0; 9; 0.000009
6; 0; 6; 0.000053
6; 0; 6; 0.000026
6; 0; 6; 0.000053
6; 0; 6; 0.000060
9; 3; 6; 0.000232
12; 3; 9; 0.000582
9; 6; 7; 0.000115
9; 1; 8; 0.000166
9; 2; 7; 0.000104
9; 0; 9; 0.000060
12; 3; 9; 0.000492
9; 0; 9; 0.000136
9; 0; 9; 0.000109
9; 1; 8; 0.000073
9; 1; 8; 0.000062
12; 3; 9; 0.000420
9; 0; 9; 0.000280
9; 0; 9; 0.000113
9; 1; 8; 0.000143
9; 1; 8; 0.000063
12; 3; 9; 0.000644
15; 3; 12; 0.002167
9; 2; 7; 0.000176
6; 0; 6; 0.000036
6; 0; 6; 0.000035
6; 0; 6; 0.000017
6; 6; 4; 0.000071
9; 3; 6; 0.000211
6; 0; 6; 0.000052
6; 9; 16; 0.000023
6; 0; 6; 0.000050
6; 2; 4; 0.000050
9; 3; 6; 0.000219
6; 2; 4; 0.000023
6; 7; 4; 0.000048
6; 0; 6; 0.000061
6; 0; 6; 0.000066
9; 3; 6; 0.000245
12; 3; 9; 0.000893
9; 0; 9; 0.000028
6; 0; 6; 0.000011
6; 0; 6; 0.000021
6; 0; 6; 0.000011
6; 2; 4; 0.000044
9; 3; 6; 0.000130
6; 0; 6; 0.000011
6; 0; 6; 0.000011
6; 1; 5; 0.000019
6; 0; 6; 0.000011
9; 3; 6; 0.000090
6; 0; 6; 0.000011
6; 2; 4; 0.000053
6; 0; 6; 0.000012
6; 2; 4; 0.000035
9; 3; 6; 0.000153
12; 3; 9; 0.000436
9; 0; 9; 0.000113
9; 2; 7; 0.000213
6; 0; 6; 0.000063
6; 1; 5; 0.000068
9; 3; 6; 0.000157
9; 1; 8; 0.000028
12; 3; 9; 0.000549
6; 2; 4; 0.000032
6; 0; 6; 0.000037
6; 1; 5; 0.000087
6; 0; 6; 0.000047
9; 3; 6; 0.000247
6; 0; 6; 0.000043
6; 1; 5; 0.000094
6; 0; 6; 0.000037
6; 0; 6; 0.000018
9; 3; 6; 0.000235
6; 2; 4; 0.000093
6; 0; 6; 0.000057
9; 3; 6; 0.000173
9; 1; 8; 0.000078
12; 3; 9; 0.000765
15; 3; 12; 0.002669
3; 2; 1; 0.000016
3; 2; 1; 0.000017
3; 0; 3; 0.000019
3; 0; 3; 0.000014
6; 3; 3; 0.000107
6; 0; 6; 0.000038
6; 9; 16; 0.000058
6; 0; 6; 0.000050
9; 3; 6; 0.000293
9; 2; 7; 0.000197
6; 0; 6; 0.000027
6; 0; 6; 0.000050
6; 1; 5; 0.000017
6; 0; 6; 0.000050
9; 3; 6; 0.000186
9; 0; 9; 0.000190
12; 3; 9; 0.000901
12; 0; 12; 0.000570
9; 2; 7; 0.000192
9; 0; 9; 0.000203
6; 2; 4; 0.000050
6; 0; 6; 0.000058
9; 3; 6; 0.000131
9; 1; 8; 0.000109
12; 3; 9; 0.000673
12; 0; 12; 0.000622
15; 3; 12; 0.002803
12; 2; 10; 0.000300
12; 2; 10; 0.000295
15; 3; 12; 0.000619
9; 2; 7; 0.000240
6; 2; 4; 0.000067
6; 0; 6; 0.000061
6; 0; 6; 0.000059
6; 0; 6; 0.000040
9; 3; 6; 0.000268
9; 0; 9; 0.000240
9; 0; 9; 0.000128
12; 3; 9; 0.000925
9; 2; 7; 0.000133
9; 0; 9; 0.000177
9; 0; 9; 0.000137
6; 0; 6; 0.000020
6; 0; 6; 0.000046
6; 0; 6; 0.000025
6; 0; 6; 0.000057
9; 3; 6; 0.000187
12; 3; 9; 0.000673
9; 0; 9; 0.000307
9; 0; 9; 0.000137
9; 1; 8; 0.000237
6; 0; 6; 0.000038
6; 0; 6; 0.000020
6; 0; 6; 0.000089
6; 0; 6; 0.000016
9; 3; 6; 0.000206
12; 3; 9; 0.000927
9; 0; 9; 0.000234
9; 0; 9; 0.000097
9; 0; 9; 0.000063
9; 0; 9; 0.000125
12; 3; 9; 0.000561
15; 3; 12; 0.003111
12; 0; 12; 0.000086
12; 0; 12; 0.000082
12; 0; 12; 0.000352
9; 0; 9; 0.000029
9; 0; 9; 0.000183
9; 0; 9; 0.000026
6; 0; 6; 0.000039
6; 0; 6; 0.000058
6; 0; 6; 0.000011
6; 0; 6; 0.000010
9; 3; 6; 0.000155
12; 3; 9; 0.000430
15; 3; 12; 0.000998
12; 0; 12; 0.000666
12; 0; 12; 0.000332
12; 0; 12; 0.000669
12; 0; 12; 0.000659
15; 3; 12; 0.002374
9; 0; 9; 0.000185
9; 0; 9; 0.000090
12; 3; 9; 0.000296
9; 0; 9; 0.000183
9; 0; 9; 0.000188
12; 3; 9; 0.000393
15; 3; 12; 0.000702
9; 0; 9; 0.000190
9; 0; 9; 0.000055
9; 0; 9; 0.000201
9; 0; 9; 0.000202
12; 3; 9; 0.000692
12; 0; 12; 0.000169
12; 0; 12; 0.000683
12; 0; 12; 0.000171
15; 3; 12; 0.001754
9; 0; 9; 0.000093
6; 0; 6; 0.000028
6; 0; 6; 0.000028
6; 0; 6; 0.000029
6; 1; 5; 0.000048
9; 3; 6; 0.000173
6; 0; 6; 0.000028
6; 0; 6; 0.000029
6; 0; 6; 0.000017
6; 0; 6; 0.000041
9; 3; 6; 0.000155
9; 7; 7; 0.000172
12; 3; 9; 0.000625
9; 0; 9; 0.000028
9; 9; 18; 0.000053
6; 0; 6; 0.000011
6; 0; 6; 0.000011
6; 2; 4; 0.000035
6; 0; 6; 0.000011
9; 3; 6; 0.000107
6; 0; 6; 0.000011
6; 2; 4; 0.000034
6; 0; 6; 0.000010
6; 1; 5; 0.000018
9; 3; 6; 0.000112
12; 3; 9; 0.000334
9; 0; 9; 0.000190
9; 0; 9; 0.000094
6; 0; 6; 0.000058
6; 0; 6; 0.000012
9; 3; 6; 0.000092
9; 1; 8; 0.000017
12; 3; 9; 0.000431
3; 0; 3; 0.000019
3; 0; 3; 0.000007
3; 2; 1; 0.000016
3; 0; 3; 0.000011
6; 3; 3; 0.000090
6; 0; 6; 0.000018
6; 1; 5; 0.000081
6; 1; 5; 0.000065
9; 3; 6; 0.000296
9; 9; 18; 0.000115
6; 0; 6; 0.000031
6; 0; 6; 0.000062
9; 3; 6; 0.000116
9; 1; 8; 0.000052
12; 3; 9; 0.000618
15; 3; 12; 0.002037
6; 2; 4; 0.000047
6; 0; 6; 0.000029
6; 0; 6; 0.000017
6; 0; 6; 0.000013
9; 3; 6; 0.000148
9; 2; 7; 0.000099
9; 0; 9; 0.000029
9; 0; 9; 0.000091
12; 3; 9; 0.000405
12; 0; 12; 0.000343
9; 0; 9; 0.000092
9; 0; 9; 0.000091
6; 0; 6; 0.000041
6; 0; 6; 0.000029
9; 3; 6; 0.000091
9; 1; 8; 0.000049
12; 3; 9; 0.000360
12; 0; 12; 0.000339
15; 3; 12; 0.001484
12; 2; 10; 0.000178
12; 2; 10; 0.000177
15; 3; 12; 0.000376
9; 0; 9; 0.000228
9; 2; 7; 0.000150
9; 0; 9; 0.000175
9; 0; 9; 0.000134
12; 3; 9; 0.000744
9; 2; 7; 0.000116
9; 0; 9; 0.000220
6; 0; 6; 0.000038
6; 0; 6; 0.000035
6; 0; 6; 0.000008
6; 0; 6; 0.000063
9; 3; 6; 0.000183
9; 0; 9; 0.000128
12; 3; 9; 0.000687
9; 0; 9; 0.000252
9; 0; 9; 0.000277
9; 0; 9; 0.000127
9; 0; 9; 0.000160
12; 3; 9; 0.000868
9; 0; 9; 0.000318
6; 0; 6; 0.000039
6; 0; 6; 0.000064
6; 0; 6; 0.000037
6; 0; 6; 0.000058
9; 3; 6; 0.000239
9; 0; 9; 0.000125
9; 1; 8; 0.000215
12; 3; 9; 0.000939
15; 3; 12; 0.003264
9; 0; 9; 0.000060
9; 0; 9; 0.000027
9; 9; 18; 0.000105
9; 0; 9; 0.000028
12; 3; 9; 0.000264
9; 0; 9; 0.000008
9; 0; 9; 0.000093
9; 2; 7; 0.000097
9; 0; 9; 0.000091
12; 3; 9; 0.000332
12; 0; 12; 0.000140
12; 0; 12; 0.000084
15; 3; 12; 0.000855
12; 0; 12; 0.000689
12; 0; 12; 0.000388
12; 0; 12; 0.000339
12; 0; 12; 0.000343
15; 3; 12; 0.001815
9; 0; 9; 0.000192
9; 0; 9; 0.000093
12; 3; 9; 0.000307
12; 2; 10; 0.000178
15; 3; 12; 0.000502
9; 0; 9; 0.000140
9; 0; 9; 0.000127
6; 0; 6; 0.000040
6; 0; 6; 0.000039
6; 0; 6; 0.000023
6; 0; 6; 0.000015
9; 3; 6; 0.000159
9; 2; 7; 0.000130
12; 3; 9; 0.000595
9; 0; 9; 0.000049
9; 0; 9; 0.000094
9; 0; 9; 0.000064
9; 0; 9; 0.000096
12; 3; 9; 0.000343
12; 0; 12; 0.000680
12; 0; 12; 0.000341
15; 3; 12; 0.001998
9; 0; 9; 0.000093
9; 2; 7; 0.000065
9; 0; 9; 0.000106
9; 2; 7; 0.000202
12; 3; 9; 0.000508
12; 0; 12; 0.000139
9; 0; 9; 0.000189
9; 1; 8; 0.000203
9; 1; 8; 0.000110
6; 0; 6; 0.000060
6; 2; 4; 0.000057
9; 3; 6; 0.000141
12; 3; 9; 0.000681
6; 0; 6; 0.000038
6; 0; 6; 0.000060
6; 0; 6; 0.000039
6; 0; 6; 0.000034
9; 3; 6; 0.000220
9; 8; 19; 0.000220
6; 1; 5; 0.000072
6; 0; 6; 0.000056
9; 3; 6; 0.000147
9; 1; 8; 0.000103
12; 3; 9; 0.000725
15; 3; 12; 0.002083
6; 0; 6; 0.000060
6; 0; 6; 0.000028
6; 0; 6; 0.000047
6; 0; 6; 0.000016
9; 3; 6; 0.000191
9; 0; 9; 0.000088
9; 2; 7; 0.000093
9; 0; 9; 0.000087
12; 3; 9; 0.000514
12; 0; 12; 0.000330
6; 0; 6; 0.000016
6; 0; 6; 0.000012
6; 1; 5; 0.000039
6; 0; 6; 0.000012
9; 3; 6; 0.000120
9; 0; 9; 0.000090
6; 0; 6; 0.000041
6; 0; 6; 0.000012
9; 3; 6; 0.000072
9; 1; 8; 0.000049
12; 3; 9; 0.000362
12; 0; 12; 0.000330
15; 3; 12; 0.001569
12; 2; 10; 0.000174
12; 2; 10; 0.000172
15; 3; 12; 0.000366
6; 1; 5; 0.000053
6; 0; 6; 0.000032
6; 0; 6; 0.000068
6; 2; 4; 0.000044
9; 3; 6; 0.000250
9; 1; 8; 0.000236
9; 9; 18; 0.000145
9; 0; 9; 0.000129
12; 3; 9; 0.000804
9; 1; 8; 0.000135
9; 1; 8; 0.000125
9; 1; 8; 0.000145
6; 0; 6; 0.000006
6; 0; 6; 0.000008
6; 0; 6; 0.000035
6; 0; 6; 0.000049
9; 3; 6; 0.000132
12; 3; 9; 0.000577
9; 6; 7; 0.000115
9; 0; 9; 0.000126
9; 9; 18; 0.000164
9; 0; 9; 0.000139
12; 3; 9; 0.000594
6; 0; 6; 0.000039
6; 0; 6; 0.000043
6; 0; 6; 0.000058
6; 0; 6; 0.000016
9; 3; 6; 0.000198
9; 0; 9; 0.000263
9; 0; 9; 0.000298
9; 0; 9; 0.000194
12; 3; 9; 0.000994
15; 3; 12; 0.002994
9; 6; 7; 0.000227
9; 0; 9; 0.000098
6; 0; 6; 0.000066
6; 2; 4; 0.000051
6; 0; 6; 0.000047
6; 0; 6; 0.000064
9; 3; 6; 0.000275
9; 2; 7; 0.000180
12; 3; 9; 0.000828
9; 0; 9; 0.000142
9; 2; 7; 0.000137
9; 9; 18; 0.000118
9; 0; 9; 0.000050
12; 3; 9; 0.000493
6; 0; 6; 0.000033
6; 0; 6; 0.000038
6; 2; 4; 0.000072
6; 6; 4; 0.000060
9; 3; 6; 0.000246
9; 0; 9; 0.000231
6; 7; 4; 0.000072
6; 0; 6; 0.000044
6; 2; 4; 0.000044
6; 0; 6; 0.000041
9; 3; 6; 0.000246
9; 0; 9; 0.000162
12; 3; 9; 0.000927
9; 0; 9; 0.000138
9; 1; 8; 0.000113
9; 0; 9; 0.000124
9; 9; 18; 0.000067
12; 3; 9; 0.000484
15; 3; 12; 0.002760
12; 0; 12; 0.000355
9; 0; 9; 0.000069
6; 0; 6; 0.000052
6; 0; 6; 0.000036
6; 0; 6; 0.000050
6; 0; 6; 0.000036
9; 3; 6; 0.000217
9; 0; 9; 0.000175
9; 9; 18; 0.000078
12; 3; 9; 0.000580
9; 0; 9; 0.000095
9; 0; 9; 0.000175
9; 0; 9; 0.000175
9; 0; 9; 0.000054
12; 3; 9; 0.000541
9; 0; 9; 0.000128
9; 0; 9; 0.000131
9; 0; 9; 0.000175
9; 0; 9; 0.000046
12; 3; 9; 0.000521
15; 3; 12; 0.002026
6; 5; 5; 0.000069
6; 0; 6; 0.000035
6; 0; 6; 0.000057
6; 0; 6; 0.000048
9; 3; 6; 0.000252
9; 0; 9; 0.000112
12; 3; 9; 0.000381
9; 0; 9; 0.000190
9; 2; 7; 0.000120
12; 3; 9; 0.000332
15; 3; 12; 0.000729
9; 1; 8; 0.000218
9; 2; 7; 0.000148
9; 0; 9; 0.000209
6; 0; 6; 0.000038
6; 0; 6; 0.000039
6; 0; 6; 0.000036
6; 0; 6; 0.000037
9; 3; 6; 0.000192
12; 3; 9; 0.000813
9; 0; 9; 0.000316
9; 1; 8; 0.000281
9; 2; 7; 0.000123
9; 1; 8; 0.000242
12; 3; 9; 0.001012
9; 1; 8; 0.000185
6; 0; 6; 0.000037
6; 0; 6; 0.000037
6; 0; 6; 0.000036
6; 0; 6; 0.000037
9; 3; 6; 0.000189
9; 1; 8; 0.000027
6; 0; 6; 0.000033
6; 0; 6; 0.000041
9; 3; 6; 0.000095
12; 3; 9; 0.000531
9; 2; 7; 0.000154
9; 0; 9; 0.000136
6; 0; 6; 0.000050
6; 0; 6; 0.000037
9; 3; 6; 0.000109
6; 0; 6; 0.000031
6; 0; 6; 0.000061
9; 3; 6; 0.000115
