bsize; partition; subsize; time 
9; 1; 8; 0.000080
9; 1; 8; 0.000079
12; 3; 9; 0.000509
15; 3; 12; 0.002641
12; 2; 10; 0.000186
9; 0; 9; 0.000209
9; 1; 8; 0.000089
12; 3; 9; 0.000333
15; 3; 12; 0.000547
9; 2; 7; 0.000164
9; 0; 9; 0.000100
9; 0; 9; 0.000100
9; 0; 9; 0.000098
12; 3; 9; 0.000511
9; 0; 9; 0.000180
6; 0; 6; 0.000050
6; 0; 6; 0.000032
6; 0; 6; 0.000051
3; 0; 3; 0.000018
3; 0; 3; 0.000015
3; 0; 3; 0.000024
3; 2; 1; 0.000021
6; 3; 3; 0.000117
9; 3; 6; 0.000284
9; 0; 9; 0.000180
9; 7; 7; 0.000200
12; 3; 9; 0.000882
12; 0; 12; 0.000700
9; 0; 9; 0.000184
9; 1; 8; 0.000194
9; 0; 9; 0.000188
9; 9; 18; 0.000163
12; 3; 9; 0.000770
15; 3; 12; 0.002894
6; 0; 6; 0.000081
6; 0; 6; 0.000049
6; 1; 5; 0.000063
6; 0; 6; 0.000049
9; 3; 6; 0.000286
9; 0; 9; 0.000175
6; 0; 6; 0.000034
6; 0; 6; 0.000054
6; 0; 6; 0.000013
6; 0; 6; 0.000012
9; 3; 6; 0.000155
9; 0; 9; 0.000141
12; 3; 9; 0.000795
9; 0; 9; 0.000142
9; 0; 9; 0.000099
9; 9; 18; 0.000132
9; 0; 9; 0.000104
12; 3; 9; 0.000520
6; 0; 6; 0.000051
6; 0; 6; 0.000025
6; 0; 6; 0.000044
6; 0; 6; 0.000016
9; 3; 6; 0.000182
9; 0; 9; 0.000146
9; 0; 9; 0.000187
9; 0; 9; 0.000184
12; 3; 9; 0.000733
9; 0; 9; 0.000029
9; 0; 9; 0.000050
9; 0; 9; 0.000028
9; 2; 7; 0.000061
12; 3; 9; 0.000207
15; 3; 12; 0.002283
12; 0; 12; 0.000357
12; 1; 11; 0.000695
9; 0; 9; 0.000185
9; 0; 9; 0.000184
9; 9; 18; 0.000064
9; 0; 9; 0.000066
12; 3; 9; 0.000540
12; 0; 12; 0.000712
15; 3; 12; 0.002343
12; 2; 10; 0.000358
9; 0; 9; 0.000028
9; 0; 9; 0.000103
12; 3; 9; 0.000153
15; 3; 12; 0.000533
12; 9; 20; 0.000560
9; 0; 9; 0.000165
9; 0; 9; 0.000120
9; 0; 9; 0.000145
9; 2; 7; 0.000129
12; 3; 9; 0.000603
9; 0; 9; 0.000204
9; 0; 9; 0.000124
6; 0; 6; 0.000037
6; 0; 6; 0.000068
9; 3; 6; 0.000130
9; 1; 8; 0.000133
12; 3; 9; 0.000642
9; 1; 8; 0.000136
9; 0; 9; 0.000126
9; 1; 8; 0.000055
9; 1; 8; 0.000044
12; 3; 9; 0.000413
15; 3; 12; 0.002252
9; 5; 8; 0.000166
9; 9; 18; 0.000099
6; 1; 5; 0.000113
6; 4; 5; 0.000112
6; 0; 6; 0.000054
6; 0; 6; 0.000051
9; 3; 6; 0.000382
6; 2; 4; 0.000068
6; 0; 6; 0.000046
6; 2; 4; 0.000056
6; 0; 6; 0.000046
9; 3; 6; 0.000258
12; 3; 9; 0.000952
6; 1; 5; 0.000027
6; 0; 6; 0.000013
6; 0; 6; 0.000022
6; 0; 6; 0.000013
9; 3; 6; 0.000116
9; 2; 7; 0.000114
9; 5; 8; 0.000066
9; 0; 9; 0.000093
12; 3; 9; 0.000426
6; 0; 6; 0.000052
6; 0; 6; 0.000061
6; 1; 5; 0.000057
6; 1; 5; 0.000056
9; 3; 6; 0.000265
9; 4; 8; 0.000195
6; 2; 4; 0.000039
6; 0; 6; 0.000031
9; 3; 6; 0.000092
9; 1; 8; 0.000082
12; 3; 9; 0.000672
9; 1; 8; 0.000095
9; 9; 18; 0.000134
9; 1; 8; 0.000059
6; 0; 6; 0.000012
6; 0; 6; 0.000030
9; 3; 6; 0.000065
12; 3; 9; 0.000403
15; 3; 12; 0.002482
12; 0; 12; 0.000440
12; 0; 12; 0.000390
12; 0; 12; 0.000497
12; 0; 12; 0.000720
15; 3; 12; 0.002097
12; 2; 10; 0.000049
12; 2; 10; 0.000358
15; 3; 12; 0.000431
12; 0; 12; 0.000662
12; 0; 12; 0.000743
12; 0; 12; 0.000679
12; 0; 12; 0.000344
15; 3; 12; 0.002481
6; 0; 6; 0.000013
6; 0; 6; 0.000012
6; 1; 5; 0.000077
6; 0; 6; 0.000025
9; 3; 6; 0.000167
9; 0; 9; 0.000033
9; 9; 18; 0.000117
9; 0; 9; 0.000028
12; 3; 9; 0.000386
12; 2; 10; 0.000284
12; 0; 12; 0.000210
12; 4; 11; 0.000198
15; 3; 12; 0.001116
12; 0; 12; 0.000482
12; 0; 12; 0.000706
12; 1; 11; 0.000552
12; 0; 12; 0.000700
15; 3; 12; 0.002490
15; 2; 13; 0.000164
12; 0; 12; 0.000722
12; 0; 12; 0.000498
9; 0; 9; 0.000189
9; 0; 9; 0.000202
9; 1; 8; 0.000110
9; 1; 8; 0.000084
12; 3; 9; 0.000628
9; 2; 7; 0.000110
9; 0; 9; 0.000099
9; 1; 8; 0.000028
9; 1; 8; 0.000073
12; 3; 9; 0.000348
15; 3; 12; 0.002233
6; 0; 6; 0.000021
6; 0; 6; 0.000012
6; 0; 6; 0.000012
6; 0; 6; 0.000038
9; 3; 6; 0.000123
9; 0; 9; 0.000065
6; 0; 6; 0.000048
6; 1; 5; 0.000059
6; 0; 6; 0.000059
6; 0; 6; 0.000080
9; 3; 6; 0.000293
9; 0; 9; 0.000136
12; 3; 9; 0.000664
12; 2; 10; 0.000516
6; 0; 6; 0.000073
6; 1; 5; 0.000052
6; 0; 6; 0.000060
6; 0; 6; 0.000019
9; 3; 6; 0.000284
9; 4; 8; 0.000168
9; 1; 8; 0.000018
9; 1; 8; 0.000112
12; 3; 9; 0.000630
12; 2; 10; 0.000468
15; 3; 12; 0.002324
12; 0; 12; 0.000545
12; 0; 12; 0.000086
12; 0; 12; 0.000382
12; 0; 12; 0.000086
15; 3; 12; 0.001147
12; 2; 10; 0.000047
12; 2; 10; 0.000182
15; 3; 12; 0.000253
12; 0; 12; 0.000358
9; 0; 9; 0.000097
9; 9; 18; 0.000159
9; 0; 9; 0.000096
6; 0; 6; 0.000030
6; 1; 5; 0.000051
6; 0; 6; 0.000029
6; 0; 6; 0.000028
9; 3; 6; 0.000178
12; 3; 9; 0.000578
12; 0; 12; 0.000355
12; 0; 12; 0.000218
15; 3; 12; 0.001554
9; 8; 19; 0.000098
9; 0; 9; 0.000096
6; 1; 5; 0.000029
6; 0; 6; 0.000034
6; 0; 6; 0.000034
6; 0; 6; 0.000027
9; 3; 6; 0.000163
9; 0; 9; 0.000105
12; 3; 9; 0.000497
12; 2; 10; 0.000510
12; 0; 12; 0.000081
12; 4; 11; 0.000155
15; 3; 12; 0.001280
12; 0; 12; 0.000691
12; 0; 12; 0.000677
12; 0; 12; 0.000378
12; 0; 12; 0.000679
15; 3; 12; 0.002470
15; 2; 13; 0.000155
12; 0; 12; 0.000513
12; 0; 12; 0.000346
9; 0; 9; 0.000096
9; 0; 9; 0.000093
9; 1; 8; 0.000052
6; 0; 6; 0.000029
6; 1; 5; 0.000037
9; 3; 6; 0.000086
12; 3; 9; 0.000365
9; 5; 8; 0.000116
9; 0; 9; 0.000127
9; 1; 8; 0.000051
9; 1; 8; 0.000050
12; 3; 9; 0.000383
15; 3; 12; 0.001693
9; 0; 9; 0.000092
6; 0; 6; 0.000028
6; 0; 6; 0.000028
6; 2; 4; 0.000032
6; 0; 6; 0.000013
9; 3; 6; 0.000141
9; 8; 19; 0.000189
9; 7; 7; 0.000120
12; 3; 9; 0.000587
9; 0; 9; 0.000098
9; 0; 9; 0.000113
9; 5; 8; 0.000076
9; 0; 9; 0.000098
12; 3; 9; 0.000426
9; 1; 8; 0.000101
6; 0; 6; 0.000030
6; 2; 4; 0.000036
6; 0; 6; 0.000030
6; 0; 6; 0.000030
9; 3; 6; 0.000162
9; 1; 8; 0.000026
6; 0; 6; 0.000012
6; 0; 6; 0.000038
9; 3; 6; 0.000074
12; 3; 9; 0.000400
9; 0; 9; 0.000055
9; 0; 9; 0.000099
9; 1; 8; 0.000031
6; 0; 6; 0.000031
6; 0; 6; 0.000031
9; 3; 6; 0.000084
12; 3; 9; 0.000310
15; 3; 12; 0.001755
12; 0; 12; 0.000089
12; 0; 12; 0.000358
12; 0; 12; 0.000418
12; 0; 12; 0.000359
15; 3; 12; 0.001271
12; 2; 10; 0.000191
12; 2; 10; 0.000188
15; 3; 12; 0.000401
12; 0; 12; 0.000738
9; 2; 7; 0.000192
6; 1; 5; 0.000090
6; 0; 6; 0.000067
6; 1; 5; 0.000125
6; 9; 16; 0.000045
9; 3; 6; 0.000374
9; 0; 9; 0.000187
9; 7; 7; 0.000214
12; 3; 9; 0.001015
12; 0; 12; 0.000233
12; 0; 12; 0.000603
15; 3; 12; 0.002644
12; 0; 12; 0.000816
12; 2; 10; 0.000724
12; 0; 12; 0.000143
9; 0; 9; 0.000028
9; 0; 9; 0.000194
9; 0; 9; 0.000028
9; 0; 9; 0.000151
12; 3; 9; 0.000440
15; 3; 12; 0.002168
12; 0; 12; 0.000131
12; 0; 12; 0.000698
12; 1; 11; 0.000449
12; 0; 12; 0.000713
15; 3; 12; 0.002033
12; 2; 10; 0.000184
9; 0; 9; 0.000029
6; 0; 6; 0.000013
6; 0; 6; 0.000062
6; 0; 6; 0.000053
6; 0; 6; 0.000089
9; 3; 6; 0.000257
12; 3; 9; 0.000305
15; 3; 12; 0.000506
12; 0; 12; 0.000706
12; 2; 10; 0.000595
9; 0; 9; 0.000202
9; 0; 9; 0.000135
9; 1; 8; 0.000043
9; 1; 8; 0.000113
12; 3; 9; 0.000531
9; 5; 8; 0.000158
9; 2; 7; 0.000191
9; 1; 8; 0.000097
9; 1; 8; 0.000056
12; 3; 9; 0.000545
15; 3; 12; 0.002416
9; 0; 9; 0.000029
6; 0; 6; 0.000012
6; 0; 6; 0.000012
6; 2; 4; 0.000023
6; 0; 6; 0.000013
9; 3; 6; 0.000099
9; 5; 8; 0.000143
9; 2; 7; 0.000134
12; 3; 9; 0.000444
6; 7; 4; 0.000027
6; 0; 6; 0.000051
6; 0; 6; 0.000024
6; 0; 6; 0.000051
9; 3; 6; 0.000196
9; 2; 7; 0.000176
9; 5; 8; 0.000109
9; 0; 9; 0.000124
12; 3; 9; 0.000645
9; 0; 9; 0.000048
9; 2; 7; 0.000095
6; 0; 6; 0.000051
6; 0; 6; 0.000031
9; 3; 6; 0.000104
6; 0; 6; 0.000024
6; 0; 6; 0.000030
9; 3; 6; 0.000075
12; 3; 9; 0.000360
9; 1; 8; 0.000086
9; 9; 18; 0.000112
9; 1; 8; 0.000056
6; 0; 6; 0.000052
6; 0; 6; 0.000041
9; 3; 6; 0.000115
12; 3; 9; 0.000411
15; 3; 12; 0.001888
12; 0; 12; 0.000452
12; 0; 12; 0.000412
9; 0; 9; 0.000122
9; 0; 9; 0.000121
9; 1; 8; 0.000083
9; 1; 8; 0.000029
12; 3; 9; 0.000393
12; 0; 12; 0.000434
15; 3; 12; 0.001730
6; 0; 6; 0.000062
6; 1; 5; 0.000102
6; 0; 6; 0.000060
6; 0; 6; 0.000061
9; 3; 6; 0.000329
9; 0; 9; 0.000106
12; 3; 9; 0.000459
12; 2; 10; 0.000228
15; 3; 12; 0.000709
12; 0; 12; 0.000456
9; 0; 9; 0.000012
6; 1; 5; 0.000033
6; 0; 6; 0.000041
6; 0; 6; 0.000046
6; 2; 4; 0.000073
9; 3; 6; 0.000244
9; 0; 9; 0.000098
9; 0; 9; 0.000200
12; 3; 9; 0.000604
12; 0; 12; 0.000699
12; 0; 12; 0.000369
15; 3; 12; 0.002198
15; 0; 15; 0.000306
15; 0; 15; 0.002151
12; 2; 10; 0.000184
9; 0; 9; 0.000097
9; 0; 9; 0.000088
12; 3; 9; 0.000209
15; 3; 12; 0.000414
12; 0; 12; 0.000701
12; 0; 12; 0.000347
12; 0; 12; 0.000700
9; 1; 8; 0.000151
9; 0; 9; 0.000100
9; 1; 8; 0.000124
9; 1; 8; 0.000059
12; 3; 9; 0.000476
15; 3; 12; 0.002262
12; 0; 12; 0.000401
6; 1; 5; 0.000026
6; 0; 6; 0.000026
6; 0; 6; 0.000031
6; 0; 6; 0.000011
9; 3; 6; 0.000132
9; 0; 9; 0.000027
9; 0; 9; 0.000052
9; 0; 9; 0.000026
12; 3; 9; 0.000272
12; 0; 12; 0.000402
12; 0; 12; 0.000350
15; 3; 12; 0.001464
12; 0; 12; 0.000546
12; 0; 12; 0.000357
12; 0; 12; 0.000541
12; 0; 12; 0.000347
15; 3; 12; 0.001833
9; 1; 8; 0.000184
9; 0; 9; 0.000096
12; 3; 9; 0.000304
12; 2; 10; 0.000182
15; 3; 12; 0.000504
12; 0; 12; 0.000701
9; 2; 7; 0.000180
6; 2; 4; 0.000059
6; 0; 6; 0.000061
6; 0; 6; 0.000035
6; 0; 6; 0.000033
9; 3; 6; 0.000227
9; 0; 9; 0.000193
9; 0; 9; 0.000195
12; 3; 9; 0.000834
12; 0; 12; 0.000704
12; 0; 12; 0.000372
15; 3; 12; 0.002657
15; 0; 15; 0.000302
12; 0; 12; 0.000172
12; 0; 12; 0.000351
12; 0; 12; 0.000813
12; 0; 12; 0.000775
15; 3; 12; 0.002174
12; 2; 10; 0.000182
9; 0; 9; 0.000028
9; 5; 8; 0.000161
12; 3; 9; 0.000213
15; 3; 12; 0.000414
12; 0; 12; 0.000685
12; 0; 12; 0.000363
12; 0; 12; 0.000748
12; 0; 12; 0.000419
15; 3; 12; 0.002266
12; 0; 12; 0.000104
12; 0; 12; 0.000565
12; 0; 12; 0.000350
12; 0; 12; 0.000348
15; 3; 12; 0.001423
15; 0; 15; 0.002219
9; 4; 8; 0.000250
9; 0; 9; 0.000189
12; 3; 9; 0.000465
12; 2; 10; 0.000177
15; 3; 12; 0.000660
9; 9; 18; 0.000143
6; 0; 6; 0.000086
6; 2; 4; 0.000066
6; 0; 6; 0.000033
6; 0; 6; 0.000055
9; 3; 6; 0.000286
9; 0; 9; 0.000048
9; 0; 9; 0.000174
12; 3; 9; 0.000699
6; 5; 5; 0.000061
6; 0; 6; 0.000041
6; 4; 5; 0.000073
6; 0; 6; 0.000049
9; 3; 6; 0.000268
9; 9; 18; 0.000158
9; 0; 9; 0.000093
9; 0; 9; 0.000172
12; 3; 9; 0.000726
12; 0; 12; 0.000693
9; 0; 9; 0.000176
9; 0; 9; 0.000110
9; 0; 9; 0.000065
6; 0; 6; 0.000034
6; 2; 4; 0.000059
6; 0; 6; 0.000034
6; 2; 4; 0.000062
9; 3; 6; 0.000233
12; 3; 9; 0.000620
15; 3; 12; 0.002771
12; 0; 12; 0.000527
9; 0; 9; 0.000095
9; 0; 9; 0.000125
9; 0; 9; 0.000155
9; 0; 9; 0.000048
12; 3; 9; 0.000463
9; 2; 7; 0.000139
9; 0; 9; 0.000140
9; 2; 7; 0.000098
9; 0; 9; 0.000027
12; 3; 9; 0.000445
9; 0; 9; 0.000027
6; 0; 6; 0.000021
6; 0; 6; 0.000024
6; 0; 6; 0.000018
6; 5; 5; 0.000031
9; 3; 6; 0.000131
9; 0; 9; 0.000027
9; 0; 9; 0.000076
12; 3; 9; 0.000297
15; 3; 12; 0.001764
12; 1; 11; 0.000413
9; 0; 9; 0.000179
9; 9; 18; 0.000112
9; 0; 9; 0.000181
9; 2; 7; 0.000189
12; 3; 9; 0.000704
9; 0; 9; 0.000073
9; 0; 9; 0.000078
9; 5; 8; 0.000206
9; 0; 9; 0.000189
12; 3; 9; 0.000588
9; 0; 9; 0.000180
9; 0; 9; 0.000098
9; 1; 8; 0.000147
9; 0; 9; 0.000090
12; 3; 9; 0.000560
15; 3; 12; 0.002299
12; 2; 10; 0.000444
9; 0; 9; 0.000212
9; 0; 9; 0.000128
12; 3; 9; 0.000372
15; 3; 12; 0.000840
9; 0; 9; 0.000228
9; 0; 9; 0.000195
9; 0; 9; 0.000191
9; 2; 7; 0.000135
12; 3; 9; 0.000801
9; 5; 8; 0.000192
6; 0; 6; 0.000061
6; 5; 5; 0.000044
6; 0; 6; 0.000050
3; 0; 3; 0.000016
3; 2; 1; 0.000011
3; 0; 3; 0.000021
3; 0; 3; 0.000022
6; 3; 3; 0.000111
9; 3; 6; 0.000303
9; 2; 7; 0.000124
9; 0; 9; 0.000130
12; 3; 9; 0.000788
9; 9; 18; 0.000064
9; 0; 9; 0.000115
9; 1; 8; 0.000016
6; 1; 5; 0.000045
6; 0; 6; 0.000046
9; 3; 6; 0.000114
12; 3; 9; 0.000348
6; 2; 4; 0.000037
6; 0; 6; 0.000022
6; 0; 6; 0.000038
6; 0; 6; 0.000040
9; 3; 6; 0.000179
6; 7; 4; 0.000043
6; 0; 6; 0.000050
6; 0; 6; 0.000050
6; 0; 6; 0.000049
9; 3; 6; 0.000234
6; 2; 4; 0.000050
6; 0; 6; 0.000050
9; 3; 6; 0.000120
9; 1; 8; 0.000086
12; 3; 9; 0.000652
15; 3; 12; 0.002614
9; 0; 9; 0.000100
6; 0; 6; 0.000016
6; 0; 6; 0.000016
6; 5; 5; 0.000048
6; 0; 6; 0.000012
9; 3; 6; 0.000150
6; 7; 4; 0.000058
6; 0; 6; 0.000069
6; 0; 6; 0.000046
6; 0; 6; 0.000032
9; 3; 6; 0.000247
6; 9; 16; 0.000038
6; 0; 6; 0.000049
6; 2; 4; 0.000047
6; 0; 6; 0.000030
9; 3; 6; 0.000205
12; 3; 9; 0.000732
6; 0; 6; 0.000017
6; 5; 5; 0.000026
6; 0; 6; 0.000011
6; 0; 6; 0.000050
9; 3; 6; 0.000145
6; 0; 6; 0.000050
6; 2; 4; 0.000040
6; 0; 6; 0.000050
6; 9; 16; 0.000048
9; 3; 6; 0.000236
6; 9; 16; 0.000029
6; 0; 6; 0.000065
6; 0; 6; 0.000052
3; 0; 3; 0.000020
3; 0; 3; 0.000021
3; 2; 1; 0.000014
3; 0; 3; 0.000019
6; 3; 3; 0.000116
9; 3; 6; 0.000309
6; 0; 6; 0.000018
6; 9; 16; 0.000055
6; 9; 16; 0.000056
6; 2; 4; 0.000051
9; 3; 6; 0.000248
12; 3; 9; 0.000970
9; 0; 9; 0.000172
6; 2; 4; 0.000026
6; 7; 4; 0.000044
6; 0; 6; 0.000050
6; 0; 6; 0.000056
9; 3; 6; 0.000217
6; 2; 4; 0.000034
6; 0; 6; 0.000020
9; 3; 6; 0.000076
6; 0; 6; 0.000017
3; 0; 3; 0.000020
3; 2; 1; 0.000022
3; 0; 3; 0.000016
3; 0; 3; 0.000014
6; 3; 3; 0.000113
9; 3; 6; 0.000147
12; 3; 9; 0.000646
6; 0; 6; 0.000031
6; 0; 6; 0.000050
6; 6; 4; 0.000079
6; 0; 6; 0.000048
9; 3; 6; 0.000248
6; 2; 4; 0.000049
6; 0; 6; 0.000049
6; 1; 5; 0.000056
6; 0; 6; 0.000018
9; 3; 6; 0.000211
6; 9; 16; 0.000038
6; 0; 6; 0.000049
9; 3; 6; 0.000106
6; 0; 6; 0.000044
6; 5; 5; 0.000036
9; 3; 6; 0.000103
12; 3; 9; 0.000698
15; 3; 12; 0.003072
9; 4; 8; 0.000166
9; 1; 8; 0.000209
9; 0; 9; 0.000243
9; 0; 9; 0.000304
12; 3; 9; 0.000972
9; 0; 9; 0.000115
9; 5; 8; 0.000147
9; 0; 9; 0.000099
9; 0; 9; 0.000148
12; 3; 9; 0.000552
9; 1; 8; 0.000182
9; 2; 7; 0.000207
9; 1; 8; 0.000092
9; 1; 8; 0.000091
12; 3; 9; 0.000616
9; 0; 9; 0.000203
9; 0; 9; 0.000217
9; 1; 8; 0.000114
9; 1; 8; 0.000111
12; 3; 9; 0.000688
15; 3; 12; 0.002857
6; 0; 6; 0.000052
6; 0; 6; 0.000040
6; 0; 6; 0.000032
6; 0; 6; 0.000042
9; 3; 6; 0.000217
9; 0; 9; 0.000096
12; 3; 9; 0.000332
9; 0; 9; 0.000094
9; 1; 8; 0.000113
12; 3; 9; 0.000229
15; 3; 12; 0.000576
9; 2; 7; 0.000176
6; 0; 6; 0.000042
6; 0; 6; 0.000036
6; 0; 6; 0.000042
6; 0; 6; 0.000040
9; 3; 6; 0.000203
9; 0; 9; 0.000132
9; 0; 9; 0.000127
12; 3; 9; 0.000685
3; 0; 3; 0.000020
3; 1; 2; 0.000013
3; 0; 3; 0.000019
3; 0; 3; 0.000015
6; 3; 3; 0.000109
3; 0; 3; 0.000018
3; 0; 3; 0.000023
3; 0; 3; 0.000020
3; 0; 3; 0.000019
6; 3; 3; 0.000120
6; 1; 5; 0.000059
6; 1; 5; 0.000058
9; 3; 6; 0.000381
9; 0; 9; 0.000166
9; 0; 9; 0.000133
9; 0; 9; 0.000203
12; 3; 9; 0.000934
12; 0; 12; 0.000165
12; 2; 10; 0.000473
15; 3; 12; 0.002296
12; 0; 12; 0.000349
9; 0; 9; 0.000124
9; 1; 8; 0.000161
9; 0; 9; 0.000096
9; 0; 9; 0.000265
12; 3; 9; 0.000693
12; 0; 12; 0.000109
9; 0; 9; 0.000040
9; 2; 7; 0.000158
9; 0; 9; 0.000041
9; 0; 9; 0.000165
12; 3; 9; 0.000461
15; 3; 12; 0.001656
12; 0; 12; 0.000654
9; 0; 9; 0.000162
9; 2; 7; 0.000182
9; 0; 9; 0.000095
9; 0; 9; 0.000142
12; 3; 9; 0.000621
9; 0; 9; 0.000159
9; 0; 9; 0.000150
9; 2; 7; 0.000103
9; 0; 9; 0.000070
12; 3; 9; 0.000527
9; 0; 9; 0.000156
9; 0; 9; 0.000141
9; 0; 9; 0.000128
9; 0; 9; 0.000187
12; 3; 9; 0.000653
15; 3; 12; 0.002493
12; 2; 10; 0.000351
9; 0; 9; 0.000191
9; 0; 9; 0.000194
12; 3; 9; 0.000407
15; 3; 12; 0.000777
12; 0; 12; 0.000341
9; 0; 9; 0.000091
9; 2; 7; 0.000148
9; 0; 9; 0.000056
9; 0; 9; 0.000050
12; 3; 9; 0.000386
9; 0; 9; 0.000102
9; 0; 9; 0.000139
9; 1; 8; 0.000051
6; 0; 6; 0.000043
6; 1; 5; 0.000031
9; 3; 6; 0.000095
12; 3; 9; 0.000427
6; 0; 6; 0.000018
6; 0; 6; 0.000017
6; 5; 5; 0.000029
6; 0; 6; 0.000015
9; 3; 6; 0.000119
9; 0; 9; 0.000112
6; 0; 6; 0.000040
6; 0; 6; 0.000037
9; 3; 6; 0.000100
9; 1; 8; 0.000063
12; 3; 9; 0.000431
15; 3; 12; 0.001616
9; 0; 9; 0.000029
6; 0; 6; 0.000012
6; 0; 6; 0.000012
3; 0; 3; 0.000009
3; 0; 3; 0.000008
3; 1; 2; 0.000020
3; 2; 1; 0.000011
6; 3; 3; 0.000086
6; 0; 6; 0.000013
9; 3; 6; 0.000161
9; 2; 7; 0.000181
6; 9; 16; 0.000027
6; 0; 6; 0.000012
6; 0; 6; 0.000051
6; 0; 6; 0.000050
9; 3; 6; 0.000180
12; 3; 9; 0.000586
9; 9; 18; 0.000102
9; 0; 9; 0.000199
9; 5; 8; 0.000136
9; 9; 18; 0.000181
12; 3; 9; 0.000671
9; 0; 9; 0.000182
9; 1; 8; 0.000179
6; 2; 4; 0.000056
6; 0; 6; 0.000059
9; 3; 6; 0.000136
9; 1; 8; 0.000121
12; 3; 9; 0.000656
6; 2; 4; 0.000038
6; 0; 6; 0.000045
6; 2; 4; 0.000057
6; 0; 6; 0.000044
9; 3; 6; 0.000224
9; 2; 7; 0.000173
6; 0; 6; 0.000063
6; 0; 6; 0.000045
9; 3; 6; 0.000131
9; 1; 8; 0.000081
12; 3; 9; 0.000645
15; 3; 12; 0.002588
12; 1; 11; 0.000478
9; 0; 9; 0.000130
9; 2; 7; 0.000199
9; 0; 9; 0.000131
9; 0; 9; 0.000159
12; 3; 9; 0.000662
12; 0; 12; 0.000479
12; 0; 12; 0.000343
15; 3; 12; 0.002001
9; 0; 9; 0.000200
9; 0; 9; 0.000166
12; 3; 9; 0.000405
12; 2; 10; 0.000183
15; 3; 12; 0.000606
12; 0; 12; 0.000704
9; 0; 9; 0.000198
9; 2; 7; 0.000120
9; 0; 9; 0.000194
9; 0; 9; 0.000192
12; 3; 9; 0.000749
12; 0; 12; 0.000733
12; 0; 12; 0.000715
15; 3; 12; 0.002965
12; 0; 12; 0.000092
12; 0; 12; 0.000086
12; 0; 12; 0.000087
9; 0; 9; 0.000028
9; 0; 9; 0.000193
9; 0; 9; 0.000028
9; 0; 9; 0.000028
12; 3; 9; 0.000318
15; 3; 12; 0.000622
12; 0; 12; 0.000822
12; 0; 12; 0.000417
12; 0; 12; 0.000358
12; 0; 12; 0.000352
15; 3; 12; 0.002002
12; 2; 10; 0.000189
9; 0; 9; 0.000097
9; 0; 9; 0.000102
12; 3; 9; 0.000222
15; 3; 12; 0.000433
12; 0; 12; 0.000360
12; 0; 12; 0.000349
12; 0; 12; 0.000355
9; 1; 8; 0.000067
9; 0; 9; 0.000133
9; 1; 8; 0.000113
9; 1; 8; 0.000111
12; 3; 9; 0.000466
15; 3; 12; 0.001568
12; 9; 20; 0.000263
12; 0; 12; 0.000330
12; 0; 12; 0.000090
12; 0; 12; 0.000331
15; 3; 12; 0.001061
15; 0; 15; 0.001377
9; 0; 9; 0.000191
9; 0; 9; 0.000196
12; 3; 9; 0.000412
12; 2; 10; 0.000357
15; 3; 12; 0.000788
9; 0; 9; 0.000099
6; 0; 6; 0.000030
6; 2; 4; 0.000052
6; 0; 6; 0.000028
6; 0; 6; 0.000029
9; 3; 6; 0.000179
9; 0; 9; 0.000202
9; 0; 9; 0.000104
12; 3; 9; 0.000630
9; 8; 19; 0.000287
9; 0; 9; 0.000027
9; 0; 9; 0.000093
9; 0; 9; 0.000095
12; 3; 9; 0.000547
12; 0; 12; 0.000679
12; 0; 12; 0.000665
15; 3; 12; 0.002566
12; 0; 12; 0.000094
12; 0; 12; 0.000137
12; 0; 12; 0.000139
9; 0; 9; 0.000038
9; 0; 9; 0.000148
9; 0; 9; 0.000029
9; 0; 9; 0.000287
12; 3; 9; 0.000559
15; 3; 12; 0.000997
12; 0; 12; 0.001036
12; 0; 12; 0.000538
12; 0; 12; 0.001062
12; 0; 12; 0.000515
15; 3; 12; 0.003225
12; 2; 10; 0.000246
12; 2; 10; 0.000093
15; 3; 12; 0.000378
12; 0; 12; 0.000968
12; 0; 12; 0.000561
12; 0; 12; 0.001149
9; 0; 9; 0.000169
9; 0; 9; 0.000174
9; 1; 8; 0.000032
9; 1; 8; 0.000129
12; 3; 9; 0.000574
15; 3; 12; 0.003333
9; 0; 9; 0.000039
9; 0; 9; 0.000050
9; 2; 7; 0.000203
9; 5; 8; 0.000113
12; 3; 9; 0.000472
12; 0; 12; 0.001009
9; 0; 9; 0.000335
9; 0; 9; 0.000151
9; 1; 8; 0.000079
9; 1; 8; 0.000030
12; 3; 9; 0.000665
12; 2; 10; 0.000843
15; 3; 12; 0.003041
12; 0; 12; 0.000910
12; 7; 10; 0.000772
12; 0; 12; 0.000361
12; 0; 12; 0.000699
15; 3; 12; 0.002805
9; 0; 9; 0.000097
9; 0; 9; 0.000196
12; 3; 9; 0.000316
12; 2; 10; 0.000359
15; 3; 12; 0.000694
9; 0; 9; 0.000107
6; 0; 6; 0.000083
6; 0; 6; 0.000090
6; 0; 6; 0.000072
6; 8; 17; 0.000059
9; 3; 6; 0.000357
9; 0; 9; 0.000086
9; 0; 9; 0.000067
12; 3; 9; 0.000666
9; 0; 9; 0.000203
9; 0; 9; 0.000028
9; 0; 9; 0.000184
9; 0; 9; 0.000182
12; 3; 9; 0.000645
12; 0; 12; 0.000704
12; 0; 12; 0.000599
15; 3; 12; 0.002652
12; 0; 12; 0.000089
