(nosplit) ;(nosplit) ;(split1) ;(split1) ;(split2) ;(split2) ;(split3) ;(split3) ;(split4) ;(split4) ;(rect1) ;(rect2) ;(rect3) ;(rect4) ;(rect5) ;(rect6) ;(rect7) ;(rect8) ;(dc_q * dc_q) / 256.0f ;has_above ;mi_size_wide_log2(above) ;mi_size_high_log2(above) ;has_left ;mi_size_wide_log2(left) ;mi_size_high_log2(left) ;rate; dist; rdcost ;frame_num ;mi_row ;mi_col ;bsize ;particionado 
8.888205;8.882947;8.192294;8.118803;7.407924;7.404279;7.010312;6.981935;6.674562;6.543912;8.583355;8.554874;7.552238;7.545918;8.476580;8.431853;7.802209;7.788626;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;13.600531;8.642062;15.466069;29;56;76;6;1
11.497426;11.427172;10.032145;9.996067;10.146943;9.945349;10.056252;9.998616;9.210541;9.052165;10.784317;10.682514;10.419301;10.341162;10.807908;10.754557;10.617883;10.474637;0.940983;1.000000;1.000000;0.000000;1.000000;1.000000;0.000000;14.818933;11.287592;17.049646;29;48;80;12;1
8.894121;8.893161;7.403670;7.403670;7.506042;7.496098;7.536897;7.536897;7.353722;7.353722;8.191740;8.185072;8.210396;8.210124;8.184793;8.182280;8.194781;8.194506;0.940983;1.000000;1.000000;0.000000;1.000000;1.000000;0.000000;13.541289;8.607582;15.410310;29;48;80;6;1
8.216628;8.104704;6.703188;6.658011;6.152733;6.091310;5.932245;5.849325;7.473069;6.994850;7.202661;7.135687;7.727535;7.528869;7.113142;7.070724;7.574558;7.416378;0.940983;1.000000;0.000000;1.000000;1.000000;1.000000;0.000000;12.514711;8.672657;14.631640;29;48;84;6;1
8.195058;8.186464;7.475906;7.475906;6.452049;6.421622;6.663133;6.620073;5.891644;5.880533;7.830426;7.828436;7.117206;7.106606;7.822845;7.818430;7.027315;7.008505;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;13.533647;8.528529;15.392819;29;52;80;6;1
8.652947;8.538759;7.507141;7.505492;6.740520;6.413459;8.374016;8.337349;7.138867;6.464588;8.065579;7.981050;7.841886;7.687539;8.172729;8.149602;7.740230;7.201916;0.940983;1.000000;1.000000;2.000000;1.000000;0.000000;1.000000;12.428388;8.559678;14.536579;29;52;84;6;1
9.302373;9.140883;8.115820;7.913887;8.064008;7.700748;9.495069;9.474703;7.392648;6.913737;8.488382;8.238273;8.624252;8.538563;8.988071;8.881419;8.050385;7.627544;0.940983;1.000000;0.000000;1.000000;1.000000;1.000000;2.000000;13.370302;8.702344;15.281687;29;48;88;6;1
7.997327;7.131699;6.905753;5.834811;6.030685;5.347107;6.575076;5.758902;6.739336;5.755742;7.253470;6.418365;7.353082;6.456769;7.446585;6.513230;7.138867;6.331502;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;11.772077;8.786457;14.259029;29;48;92;6;1
8.849514;8.707648;9.962841;9.952183;6.502790;5.978886;7.977625;7.920446;6.437752;5.416101;8.157084;8.030084;8.155936;7.998335;8.618666;8.576593;7.120444;6.490724;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;2.000000;12.176525;8.824825;14.483404;29;52;88;6;1
7.405496;6.991177;6.230482;5.605802;6.120297;5.609472;5.758902;5.446737;5.484797;5.351858;6.913737;6.300786;6.320768;6.109248;6.736967;6.249975;6.688354;6.340359;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.749222;8.583917;14.143590;29;52;92;6;1
7.569412;7.488294;6.236370;6.175867;6.343881;6.261492;6.091310;6.018593;5.981414;5.823046;6.983790;6.911747;6.722630;6.597146;6.858565;6.792345;6.894670;6.797940;0.940983;1.000000;1.000000;0.000000;1.000000;1.000000;0.000000;12.133244;8.817742;14.456441;29;56;80;6;1
8.914761;8.766706;7.484369;7.448916;7.397562;7.069874;9.324294;9.272657;6.469250;6.291569;8.134761;8.001020;8.289289;8.130059;8.521783;8.440528;7.791110;7.479300;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;13.486582;8.574896;15.358761;29;56;84;6;1
8.256088;8.179481;7.806696;7.786552;5.891644;5.214936;7.430114;7.406104;5.817111;5.568345;7.895436;7.864804;7.611348;7.554335;8.033658;8.014997;6.587550;6.210600;0.940983;1.000000;2.000000;2.000000;1.000000;0.000000;1.000000;11.879615;8.895219;14.367234;29;56;88;6;1
7.588830;7.271704;6.216606;6.098074;6.505784;6.274762;5.707110;5.225747;6.186209;5.384495;7.063904;6.891626;6.668228;6.030685;6.695799;6.466145;7.063048;6.650279;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;11.746708;8.801018;14.255324;29;56;92;6;1
7.924072;7.828436;6.569481;6.552508;5.905362;5.905362;6.527958;6.426488;6.747587;6.396930;6.966024;6.956545;7.332369;7.177019;7.368340;7.297768;7.072422;6.942157;0.940983;1.000000;2.000000;1.000000;1.000000;0.000000;1.000000;12.240749;8.686260;14.462146;29;32;96;6;1
7.660585;7.614805;5.361292;5.252274;6.340359;6.340359;6.304449;6.287858;6.461468;6.331502;6.754604;6.751101;7.078341;7.017506;7.061334;7.046647;7.181592;7.109879;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.932451;8.895219;14.391998;29;32;100;6;1
7.903227;7.791523;6.357842;6.357842;5.996452;5.986452;6.834109;6.270988;6.950815;6.393591;6.885509;6.884487;7.455298;7.104144;7.316548;7.177783;7.091742;7.005789;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.798668;8.702344;14.227629;29;36;96;6;1
8.767329;8.745603;6.496775;6.342122;8.205765;8.117312;6.646390;6.308098;6.530878;6.300786;8.499029;8.497602;7.361375;7.112328;7.090077;6.925595;8.413831;8.410275;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.447775;8.616314;14.568214;29;36;100;6;1
8.090096;6.660575;6.924613;5.252274;6.418365;5.209486;6.788972;5.327876;6.304449;4.990433;7.367077;6.066108;7.342132;5.857933;7.573017;6.037871;7.242083;5.891644;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.605915;8.710290;14.142242;29;40;96;6;1
8.680672;8.429235;6.297109;5.537334;8.321178;8.094684;6.066108;5.117994;6.689599;6.514713;8.445052;8.188689;7.232733;6.802395;6.841616;6.040255;8.507749;8.329175;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.877159;8.822470;14.327579;29;40;100;6;1
7.614805;7.088409;5.455321;4.919981;6.276643;5.849325;6.428105;5.958425;6.461468;5.579730;6.535241;6.077642;7.231287;6.568078;6.874198;6.378426;7.013916;6.390241;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;1.000000;11.484711;8.633553;14.046169;29;44;96;6;1
7.850883;7.180070;6.248043;5.676754;6.754604;6.380123;6.230482;5.087596;6.104793;5.356586;7.229114;6.765039;6.849066;6.008813;7.070724;6.287858;7.192934;6.606650;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;11.174413;8.712924;13.976445;29;44;100;6;1
7.238497;6.729824;5.934894;5.327876;6.135565;5.598422;5.958425;5.214936;5.214936;4.836282;6.733402;6.212606;6.373320;5.817111;6.656726;5.966147;6.492240;6.068426;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;9.305741;9.144307;14.046024;29;48;96;6;1
8.914088;8.617581;5.655992;5.375278;6.052089;5.262690;6.406880;6.129050;8.685585;8.151045;6.635947;6.089045;8.811652;8.466321;6.849066;6.545350;8.795280;8.364275;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.818313;8.788898;14.281961;29;48;100;6;1
7.420579;6.892642;5.765191;5.509388;5.267858;5.017280;5.888878;5.225747;6.624065;5.105946;6.280396;6.059123;7.036149;6.052089;6.601230;6.150603;6.879356;6.236370;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;1.000000;11.590618;8.836519;14.208643;29;52;96;6;1
7.895063;6.841616;6.173786;5.081404;7.229114;5.327876;6.135565;4.962845;6.154858;5.476463;7.410952;6.182085;6.924613;6.025866;6.911747;5.811141;7.406104;6.327937;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.677999;8.793764;14.220727;29;52;100;6;1
7.762596;6.821107;6.541030;5.231109;6.419995;5.476463;6.100319;5.451038;6.295266;5.517453;7.155396;6.016157;6.976348;6.200509;7.048387;6.061457;7.090910;6.192362;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;11.345311;8.873048;14.140234;29;56;96;6;1
8.670944;8.278682;6.792345;5.752573;7.413367;7.082549;7.591357;6.605298;7.104965;7.089243;7.887208;7.060476;8.061172;7.881938;7.962416;7.017506;7.981733;7.840706;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;13.113936;8.589886;15.052453;29;56;100;6;1
7.706163;7.704361;6.238325;6.238325;6.224558;6.220590;6.476973;6.476973;6.324359;6.322565;6.923629;6.921658;7.095893;7.095064;7.057037;7.056175;6.967909;6.965080;0.940983;0.000000;4.000000;4.000000;0.000000;4.000000;4.000000;7.963460;10.905607;15.759908;30;0;0;12;1
6.238325;6.238325;4.919981;4.919981;4.890349;4.890349;4.762174;4.762174;4.852030;4.852030;5.594711;5.594711;5.497168;5.497168;5.533390;5.533390;5.560682;5.560682;0.940983;0.000000;3.000000;3.000000;0.000000;3.000000;3.000000;8.256088;9.463509;14.328363;30;0;0;9;1
4.919981;4.919981;3.555348;3.555348;3.258096;3.258096;3.401197;3.401197;3.891820;3.891820;4.094345;4.094345;4.356709;4.356709;4.158883;4.158883;4.304065;4.304065;0.940983;0.000000;2.000000;2.000000;0.000000;2.000000;2.000000;8.501877;8.086102;13.001595;30;0;0;6;1
4.890349;4.890349;3.663562;3.663562;3.637586;3.637586;3.610918;3.610918;3.091043;3.091043;4.330733;4.330733;4.060443;4.060443;4.317488;4.317488;4.077538;4.077538;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;8.328451;8.019941;12.929109;30;0;4;6;1
4.762174;4.762174;3.367296;3.367296;3.555348;3.555348;3.258096;3.218876;3.401197;3.401197;4.143135;4.143135;4.007333;4.007333;3.988984;3.988984;4.158883;4.158883;0.940983;1.000000;2.000000;2.000000;0.000000;2.000000;2.000000;8.328451;8.086102;12.991708;30;4;0;6;1
6.224558;6.220590;4.762174;4.762174;4.897840;4.890349;4.882802;4.875197;4.828314;4.828314;5.521461;5.521461;5.545177;5.541264;5.513429;5.513429;5.552959;5.549076;0.940983;0.000000;3.000000;3.000000;1.000000;3.000000;3.000000;8.103191;9.459775;14.322851;30;0;8;9;1
4.762174;4.762174;3.583519;3.465736;3.526361;3.526361;3.332205;3.332205;3.433987;3.433987;4.094345;4.094345;4.060443;4.060443;3.988984;3.988984;4.158883;4.158883;0.940983;0.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.328451;7.943428;12.857001;30;0;8;6;1
4.897840;4.890349;3.258096;3.258096;3.555348;3.526361;3.737670;3.737670;3.526361;3.526361;4.094345;4.077538;4.317488;4.317488;4.204693;4.204693;4.219508;4.219508;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;8.263075;8.119994;13.020638;30;0;12;6;1
4.882802;4.875197;3.526361;3.526361;3.610918;3.610918;3.496508;3.496508;3.433987;3.401197;4.248495;4.248495;4.143135;4.143135;4.189655;4.189655;4.204693;4.174387;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.302762;8.124743;13.027085;30;4;8;6;1
6.476973;6.476973;4.867535;4.859812;5.159055;5.159055;5.262690;5.262690;5.049856;5.043425;5.713733;5.713733;5.852202;5.852202;5.774551;5.774551;5.796058;5.796058;0.940983;1.000000;3.000000;3.000000;0.000000;3.000000;3.000000;8.103191;9.609988;14.471532;30;8;0;9;1
4.867535;4.859812;3.465736;3.465736;3.806663;3.784190;3.401197;3.332205;3.258096;3.258096;4.330733;4.330733;4.007333;3.970292;4.110874;4.110874;4.248495;4.248495;0.940983;1.000000;3.000000;3.000000;0.000000;2.000000;2.000000;8.328451;8.051023;12.958488;30;8;0;6;1
5.159055;5.159055;4.077538;4.077538;3.891820;3.891820;3.555348;3.555348;3.526361;3.526361;4.672829;4.672829;4.219508;4.219508;4.532599;4.532599;4.406719;4.406719;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.302762;8.240912;13.137858;30;8;4;6;1
5.262690;5.262690;4.060443;4.007333;3.637586;3.583519;3.828641;3.737670;4.110874;4.094345;4.553877;4.553877;4.595120;4.574711;4.634729;4.634729;4.510859;4.499810;0.940983;1.000000;2.000000;2.000000;0.000000;2.000000;2.000000;8.262300;8.411166;13.299725;30;12;0;6;1
4.852030;4.852030;3.433987;3.433987;3.555348;3.555348;3.526361;3.526361;3.433987;3.433987;4.174387;4.174387;4.158883;4.158883;4.158883;4.158883;4.174387;4.174387;0.940983;1.000000;3.000000;3.000000;1.000000;3.000000;3.000000;8.303505;8.148156;13.049399;30;8;8;6;1
4.934474;4.927254;3.555348;3.526361;3.583519;3.583519;3.737670;3.737670;3.367296;3.367296;4.248495;4.248495;4.248495;4.248495;4.330733;4.317488;4.158883;4.158883;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.302762;8.091015;12.995039;30;8;12;6;1
4.882802;4.882802;3.401197;3.401197;3.688879;3.688879;3.637586;3.583519;3.295837;3.295837;4.234107;4.234107;4.158883;4.143135;4.204693;4.189655;4.189655;4.189655;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.303505;8.110427;13.013515;30;12;8;6;1
7.870548;7.867488;6.508769;6.501290;6.401917;6.400258;6.593045;6.593045;6.426488;6.424869;7.149132;7.143618;7.205635;7.204149;7.244227;7.241366;7.106606;7.104144;0.940983;0.000000;4.000000;4.000000;1.000000;4.000000;4.000000;7.904335;11.056352;15.910221;30;0;16;12;1
6.508769;6.501290;4.962845;4.955827;5.513429;5.480639;5.081404;5.081404;4.804021;4.804021;5.966147;5.945421;5.641907;5.641907;5.713733;5.713733;5.910797;5.894403;0.940983;0.000000;3.000000;3.000000;1.000000;4.000000;4.000000;8.102283;9.685393;14.546241;30;0;16;9;1
4.962845;4.955827;3.688879;3.663562;3.988984;3.988984;3.433987;3.401197;3.433987;3.433987;4.418840;4.418840;4.110874;4.094345;4.248495;4.219508;4.304065;4.304065;0.940983;0.000000;2.000000;2.000000;1.000000;4.000000;4.000000;8.262300;8.184514;13.082156;30;0;16;6;1
5.513429;5.480639;4.143135;4.143135;4.317488;4.317488;3.970292;3.912023;4.043051;3.931826;4.919981;4.919981;4.718499;4.624973;4.744932;4.718499;4.897840;4.859812;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;8.262300;8.636397;13.517696;30;0;20;6;1
6.401917;6.400258;4.912655;4.905275;5.181784;5.181784;4.962845;4.955827;5.003946;5.003946;5.746203;5.746203;5.673323;5.669881;5.627621;5.620401;5.786897;5.786897;0.940983;0.000000;3.000000;3.000000;1.000000;3.000000;3.000000;8.103191;9.600286;14.461921;30;0;24;9;1
4.912655;4.905275;3.433987;3.433987;3.555348;3.555348;3.761200;3.761200;3.496508;3.433987;4.174387;4.174387;4.276666;4.248495;4.248495;4.248495;4.204693;4.174387;0.940983;0.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.328451;8.134174;13.037328;30;0;24;6;1
5.181784;5.181784;3.970292;3.970292;3.891820;3.871201;3.828641;3.828641;3.806663;3.806663;4.488636;4.488636;4.499810;4.499810;4.584968;4.584968;4.394449;4.394449;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;8.328451;8.360071;13.253097;30;0;28;6;1
4.962845;4.955827;3.218876;3.218876;3.401197;3.367296;3.713572;3.713572;3.912023;3.871201;3.988984;3.988984;4.499810;4.488636;4.174387;4.174387;4.369448;4.330733;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.302762;8.161945;13.062494;30;4;24;6;1
6.593045;6.593045;4.955827;4.955827;4.820282;4.820282;5.710427;5.710427;5.105946;5.099866;5.579730;5.579730;6.144186;6.144186;6.093570;6.093570;5.662961;5.662961;0.940983;1.000000;3.000000;3.000000;1.000000;4.000000;4.000000;8.149602;9.783859;14.644271;30;8;16;9;1
5.710427;5.710427;4.204693;4.143135;4.248495;4.234107;4.700480;4.700480;4.369448;4.248495;4.919981;4.890349;5.111988;5.099866;5.123964;5.123964;4.905275;4.905275;0.940983;1.000000;2.000000;2.000000;1.000000;4.000000;4.000000;8.302762;8.914761;13.789938;30;12;16;6;1
4.997212;4.997212;3.784190;3.784190;3.555348;3.555348;3.496508;3.465736;3.663562;3.663562;4.356709;4.356709;4.262680;4.262680;4.330733;4.330733;4.290460;4.290460;0.940983;1.000000;3.000000;3.000000;1.000000;3.000000;3.000000;8.303505;8.206584;13.105097;30;8;24;6;1
4.955827;4.948760;3.688879;3.688879;3.761200;3.761200;3.465736;3.465736;3.401197;3.367296;4.406719;4.406719;4.110874;4.077538;4.262680;4.262680;4.276666;4.262680;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.303505;8.095903;12.999719;30;8;28;6;1
5.153292;5.153292;3.737670;3.737670;3.555348;3.526361;4.043051;4.025352;3.737670;3.737670;4.330733;4.330733;4.584968;4.574711;4.584968;4.584968;4.330733;4.330733;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.302762;8.310169;13.204172;30;12;24;6;1
7.985144;7.979339;6.711740;6.709304;6.638568;6.629363;6.410175;6.403574;6.614726;6.609349;7.368340;7.363280;7.210080;7.203405;7.264730;7.260522;7.319202;7.311218;0.940983;1.000000;4.000000;4.000000;0.000000;4.000000;4.000000;8.037867;11.124451;15.978447;30;16;0;12;1
6.711740;6.709304;5.262690;5.262690;5.733341;5.662961;5.231109;5.231109;4.912655;4.912655;6.216606;6.200509;5.774551;5.774551;5.937536;5.937536;6.095825;6.075346;0.940983;1.000000;4.000000;4.000000;0.000000;3.000000;3.000000;8.103191;9.827092;14.686786;30;16;0;9;1
5.262690;5.262690;3.465736;3.465736;3.931826;3.931826;3.761200;3.761200;4.317488;4.304065;4.406719;4.406719;4.718499;4.718499;4.304065;4.304065;4.787492;4.787492;0.940983;1.000000;4.000000;4.000000;0.000000;2.000000;2.000000;8.263075;8.435766;13.323479;30;16;0;6;1
5.733341;5.662961;4.653960;4.553877;4.382027;4.343805;4.356709;4.234107;4.304065;4.077538;5.159055;5.111988;4.912655;4.812184;5.087596;5.049856;4.997212;4.890349;0.940983;1.000000;4.000000;4.000000;1.000000;2.000000;2.000000;8.302762;8.769197;13.647953;30;16;4;6;1
5.231109;5.231109;3.850147;3.850147;4.007333;3.988984;3.806663;3.784190;4.077538;3.850147;4.644391;4.644391;4.477337;4.477337;4.521789;4.521789;4.595120;4.595120;0.940983;1.000000;2.000000;2.000000;0.000000;2.000000;2.000000;8.262300;8.356320;13.246899;30;20;0;6;1
6.638568;6.629363;5.318120;5.267858;5.105946;5.081404;5.288267;5.288267;5.298317;5.298317;5.908083;5.869297;5.983936;5.983936;5.993961;5.978886;5.897154;5.894403;0.940983;1.000000;4.000000;4.000000;1.000000;3.000000;3.000000;8.149602;9.808792;14.668999;30;16;8;9;1
5.318120;5.267858;4.234107;4.007333;3.433987;3.433987;4.204693;4.094345;3.688879;3.688879;4.595120;4.553877;4.663439;4.605170;4.905275;4.736198;4.248495;4.248495;0.940983;1.000000;4.000000;4.000000;1.000000;3.000000;3.000000;8.302762;8.528529;13.414435;30;16;8;6;1
5.105946;5.081404;3.891820;3.850147;3.784190;3.737670;3.583519;3.555348;3.761200;3.737670;4.477337;4.465908;4.356709;4.330733;4.430817;4.394449;4.406719;4.406719;0.940983;1.000000;4.000000;4.000000;1.000000;2.000000;2.000000;8.302762;8.236686;13.133818;30;16;12;6;1
5.288267;5.288267;3.610918;3.583519;4.127134;4.127134;3.912023;3.912023;3.951244;3.931826;4.584968;4.584968;4.615120;4.615120;4.454347;4.454347;4.727388;4.727388;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.302762;8.463160;13.351314;30;20;8;6;1
6.410175;6.403574;4.912655;4.912655;4.912655;4.897840;5.123964;5.117994;5.170484;5.153292;5.602119;5.594711;5.823046;5.817111;5.697093;5.697093;5.739793;5.723585;0.940983;1.000000;3.000000;3.000000;0.000000;3.000000;3.000000;8.102283;9.597031;14.458688;30;24;0;9;1
4.912655;4.912655;3.583519;3.583519;3.931826;3.912023;3.465736;3.465736;3.465736;3.465736;4.369448;4.369448;4.158883;4.158883;4.174387;4.174387;4.276666;4.276666;0.940983;1.000000;3.000000;3.000000;0.000000;2.000000;2.000000;8.262300;8.180040;13.077883;30;24;0;6;1
4.912655;4.897840;3.688879;3.688879;3.637586;3.610918;3.465736;3.465736;3.496508;3.496508;4.317488;4.276666;4.127134;4.127134;4.290460;4.290460;4.248495;4.248495;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.302762;8.076204;12.980984;30;24;4;6;1
5.123964;5.117994;3.806663;3.806663;3.828641;3.828641;3.737670;3.737670;3.610918;3.583519;4.499810;4.499810;4.369448;4.369448;4.465908;4.465908;4.406719;4.394449;0.940983;1.000000;2.000000;2.000000;0.000000;2.000000;2.000000;8.262300;8.240912;13.136106;30;28;0;6;1
5.135798;5.123964;3.806663;3.784190;3.784190;3.784190;3.784190;3.784190;3.951244;3.891820;4.418840;4.406719;4.477337;4.465908;4.356709;4.356709;4.532599;4.499810;0.940983;1.000000;3.000000;3.000000;1.000000;3.000000;3.000000;8.302762;8.219596;13.117488;30;24;8;6;1
5.081404;5.075174;3.871201;3.850147;3.891820;3.891820;3.663562;3.637586;3.737670;3.713572;4.564348;4.564348;4.189655;4.174387;4.394449;4.330733;4.394449;4.394449;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.303505;8.197814;13.096727;30;24;12;6;1
4.990433;4.990433;3.637586;3.610918;3.784190;3.761200;3.526361;3.526361;3.891820;3.871201;4.262680;4.234107;4.430817;4.430817;4.143135;4.143135;4.510859;4.510859;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.303505;8.148156;13.049399;30;28;8;6;1
8.008033;8.005367;6.385194;6.385194;6.338594;6.338594;7.002156;6.970730;6.620073;6.618739;7.054450;7.054450;7.521859;7.508787;7.433075;7.425954;7.181592;7.181592;0.940983;1.000000;4.000000;4.000000;1.000000;4.000000;4.000000;8.087333;11.150304;16.004349;30;16;16;12;1
6.385194;6.385194;4.990433;4.990433;5.192957;5.192957;4.890349;4.890349;4.912655;4.912655;5.786897;5.786897;5.590987;5.590987;5.631212;5.631212;5.752573;5.752573;0.940983;1.000000;4.000000;4.000000;1.000000;4.000000;4.000000;8.149602;9.624897;14.486747;30;16;16;9;1
6.338594;6.338594;4.912655;4.912655;5.087596;5.081404;4.934474;4.927254;4.882802;4.882802;5.693732;5.693732;5.598422;5.594711;5.613128;5.605802;5.680172;5.680172;0.940983;1.000000;4.000000;4.000000;1.000000;3.000000;3.000000;8.150468;9.544596;14.407271;30;16;24;9;1
4.912655;4.912655;3.526361;3.526361;3.688879;3.688879;3.496508;3.496508;3.465736;3.465736;4.290460;4.290460;4.158883;4.158883;4.189655;4.189655;4.262680;4.262680;0.940983;1.000000;4.000000;4.000000;1.000000;3.000000;3.000000;8.303505;8.115222;13.018071;30;16;24;6;1
5.087596;5.081404;3.465736;3.465736;3.526361;3.526361;3.688879;3.688879;4.234107;4.143135;4.174387;4.174387;4.584968;4.574711;4.262680;4.262680;4.521789;4.521789;0.940983;1.000000;4.000000;4.000000;1.000000;2.000000;2.000000;8.303505;8.360071;13.252101;30;16;28;6;1
4.934474;4.927254;3.583519;3.555348;3.713572;3.713572;3.496508;3.496508;3.465736;3.465736;4.330733;4.330733;4.158883;4.158883;4.219508;4.204693;4.276666;4.276666;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;3.000000;8.303505;8.081165;12.985730;30;20;24;6;1
7.002156;6.970730;4.934474;4.927254;5.393628;5.393628;5.877736;5.826000;5.950643;5.733341;5.880533;5.880533;6.609349;6.492240;6.208590;6.200509;6.401917;6.336826;0.940983;1.000000;3.000000;3.000000;1.000000;4.000000;4.000000;8.150468;10.080503;14.938776;30;24;16;9;1
4.934474;4.927254;3.713572;3.663562;3.526361;3.526361;3.737670;3.737670;3.555348;3.555348;4.174387;4.158883;4.317488;4.317488;4.317488;4.317488;4.174387;4.158883;0.940983;1.000000;3.000000;3.000000;1.000000;4.000000;4.000000;8.303505;8.035603;12.942550;30;24;16;6;1
5.393628;5.393628;4.406719;4.406719;3.784190;3.761200;3.931826;3.871201;3.828641;3.828641;4.828314;4.828314;4.564348;4.564348;4.882802;4.867535;4.488636;4.465908;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.303505;8.550434;13.435644;30;24;20;6;1
5.877736;5.826000;4.343805;4.343805;4.418840;4.174387;4.477337;4.477337;4.663439;4.553877;5.023880;4.962845;5.273000;5.225747;5.111988;5.111988;5.236442;5.068904;0.940983;1.000000;2.000000;2.000000;1.000000;4.000000;4.000000;8.303505;8.967122;13.841148;30;28;16;6;1
5.030438;5.023880;3.610918;3.610918;3.784190;3.784190;3.663562;3.637586;3.583519;3.583519;4.382027;4.382027;4.304065;4.304065;4.317488;4.290460;4.369448;4.369448;0.940983;1.000000;3.000000;3.000000;1.000000;3.000000;2.000000;8.366370;8.152774;13.056911;30;24;24;6;1
5.010635;5.010635;3.806663;3.806663;3.637586;3.637586;3.713572;3.713572;3.465736;3.465736;4.369448;4.369448;4.276666;4.276666;4.406719;4.406719;4.234107;4.234107;0.940983;1.000000;3.000000;3.000000;1.000000;2.000000;2.000000;8.366370;8.193400;13.095514;30;24;28;6;1
5.634789;5.613128;4.317488;4.290460;4.077538;3.988984;4.290460;4.276666;4.394449;4.369448;4.852030;4.820282;5.030438;5.030438;4.969813;4.962845;4.934474;4.882802;0.940983;1.000000;2.000000;2.000000;1.000000;3.000000;2.000000;8.271293;8.647695;13.528928;30;28;24;6;1
8.403801;8.396154;6.829794;6.829794;7.144407;7.134891;7.008505;6.992096;7.063904;7.050990;7.692113;7.689371;7.729296;7.714677;7.615791;7.611843;7.797702;7.786137;0.940983;0.000000;4.000000;4.000000;1.000000;4.000000;4.000000;7.820439;11.494365;16.347486;30;0;32;12;1
6.829794;6.829794;5.099866;5.099866;6.177944;6.167517;4.941642;4.934474;4.955827;4.955827;6.469250;6.466145;5.638355;5.631212;5.713733;5.713733;6.434546;6.432940;0.940983;0.000000;3.000000;3.000000;1.000000;4.000000;4.000000;7.955425;9.908326;14.766449;30;0;32;9;1
5.099866;5.099866;4.025352;3.970292;3.637586;3.637586;3.828641;3.828641;3.663562;3.663562;4.394449;4.394449;4.430817;4.430817;4.488636;4.488636;4.330733;4.330733;0.940983;0.000000;2.000000;2.000000;1.000000;4.000000;4.000000;8.212297;8.219596;13.113581;30;0;32;6;1
6.177944;6.167517;4.875197;4.663439;4.795791;4.795791;4.718499;4.709530;4.753590;4.753590;5.545177;5.488938;5.424950;5.424950;5.488938;5.459586;5.484797;5.484797;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;2.000000;10.637369;8.936035;14.001546;30;0;36;6;1
4.941642;4.934474;3.295837;3.295837;3.610918;3.610918;3.583519;3.526361;3.761200;3.761200;4.143135;4.143135;4.356709;4.343805;4.127134;4.110874;4.369448;4.369448;0.940983;1.000000;2.000000;2.000000;1.000000;4.000000;4.000000;8.297792;8.138857;13.040270;30;4;32;6;1
