(nosplit) ;(nosplit) ;(split1) ;(split1) ;(split2) ;(split2) ;(split3) ;(split3) ;(split4) ;(split4) ;(dc_q * dc_q) / 256.0f ;has_above ;mi_size_wide_log2(above) ;mi_size_high_log2(above) ;has_left ;mi_size_wide_log2(left) ;mi_size_high_log2(left) ;frame_num ;mi_row ;mi_col ;bsize ;particionado 
0.152307;-0.043207;0.943500;0.460544;0.226061;0.060887;0.224079;0.115121;-0.055405;-0.407615;-1.731566;0.132947;-1.053427;-1.095221;0.137320;0.087942;-1.072084;1;4;20;6;
1.004104;0.483033;0.567015;0.683971;0.631062;0.016090;0.919478;0.675542;1.279244;0.848770;-1.696694;0.082757;-0.654236;-0.685553;0.090571;0.686913;-0.630633;1;4;20;3;
0.227468;0.053453;-1.153944;-1.142713;-0.465278;-0.510346;-0.130821;-0.033382;1.196242;0.586814;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;4;22;3;
0.229406;0.116088;0.127753;0.306509;0.560605;-0.066396;0.622370;0.447984;0.791246;0.462348;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-0.659350;-0.630633;1;6;20;3;
-0.063128;-0.439342;-0.308959;-0.593177;0.097485;-0.098354;0.404116;-0.526970;0.474319;-0.287073;-1.696694;0.082757;-0.654236;-2.001890;0.090571;-0.659350;-0.630633;1;6;22;3;
0.930430;0.960254;0.934209;0.946722;0.882098;0.931716;-0.318905;-0.279342;1.297179;1.351817;-1.771883;-4.810278;0.699043;0.671346;0.199603;-1.354439;-2.413579;1;0;24;9;
0.768253;0.779862;1.486798;1.443606;1.095943;1.115957;0.074558;0.156013;0.144149;0.201160;-1.731566;-7.521735;0.135512;0.104506;0.137320;-1.101415;-2.275006;1;0;24;6;
1.596497;1.553943;1.484457;1.672978;2.232147;2.313940;-0.494869;-0.334292;0.967075;0.761944;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;0;24;3;
1.174127;1.200586;1.787844;1.789793;1.045720;1.112993;0.699857;0.866536;0.696743;0.819926;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-2.005613;-1.999311;1;0;26;3;
0.067082;0.160441;0.147147;0.049682;-0.587383;-0.554488;-0.946494;-1.413263;-0.228288;-0.078042;-1.696694;0.082757;-1.971053;-2.001890;0.090571;-0.659350;-0.630633;1;2;24;3;
0.153087;0.219737;0.053007;-0.018445;0.999553;1.153917;-0.197809;-0.122237;-0.324083;-0.217975;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-2.005613;-0.630633;1;2;26;3;
0.712760;0.761160;0.518967;0.195287;0.799815;-0.062367;1.382333;1.455884;0.552543;0.637629;-1.731566;-7.521735;0.135512;0.104506;0.137320;-1.101415;-1.072084;1;0;28;6;
0.541209;0.194072;1.132586;0.900687;-0.276273;-0.218681;1.355086;0.985567;1.218771;0.303715;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;0;28;3;
0.851863;-0.080556;-0.152832;-0.221098;-0.037000;0.120332;0.643276;0.827366;1.110476;0.796101;-1.696694;-12.083729;-0.654236;-0.685553;0.090571;-0.659350;-0.630633;1;0;30;3;
1.486834;1.570358;1.621819;1.787717;0.982432;1.045596;0.890990;0.804916;1.300217;1.452945;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-2.005613;-0.630633;1;2;28;3;
0.595577;0.692272;2.366205;2.176325;0.563364;0.572959;1.161976;1.292382;0.795003;0.970975;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-2.005613;-1.999311;1;2;30;3;
-0.481554;-0.442622;-0.864966;-0.844410;-0.405833;-0.325954;-0.163840;-0.176182;-0.452486;-0.382031;-1.731566;0.132947;-2.242367;-1.095221;0.137320;-1.101415;-2.275006;1;4;24;6;
-0.967781;-0.938535;-0.388446;-1.010440;-0.298349;-0.192668;-1.088351;-1.003733;-1.388960;-1.251417;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;-1.999311;1;4;24;3;
-0.460197;-0.367144;-0.000098;0.036643;-0.254964;-0.126311;-0.593947;-0.437024;-0.064750;0.109748;-1.696694;0.082757;-1.971053;-0.685553;0.090571;-0.659350;-0.630633;1;4;26;3;
-0.191729;-0.199877;0.428706;0.418004;-0.369797;-0.543154;-0.283698;-0.274145;-0.095756;-0.078042;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;6;24;3;
-0.493360;-0.411645;-1.369577;-1.273584;-0.429445;-0.274245;-0.202544;-0.058227;-0.269037;-0.121276;-1.696694;0.082757;-0.654236;-0.685553;0.090571;-0.659350;-1.999311;1;6;26;3;
